CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	2400001	18	0.36	1500	[2400001,3900000]
3	15100001	19	0.38	3500	[15100001,18600000]
3	18600001	21	0.42	500	[18600001,19100000]
3	19100001	22	0.44	500	[19100001,19600000]
3	19600001	21	0.42	400	[19600001,20000000]
3	20000001	20	0.4	300	[20000001,20300000]
3	20400001	19	0.38	200	[20400001,20600000]
3	20600001	20	0.4	300	[20600001,20900000]
3	20900001	19	0.38	200	[20900001,21100000]
3	21100001	21	0.42	100	[21100001,21200000]
3	21200001	23	0.46	400	[21200001,21600000]
3	21600001	22	0.44	300	[21600001,21900000]
3	21900001	23	0.46	700	[21900001,22600000]
3	22600001	22	0.44	100	[22600001,22700000]
3	22700001	23	0.46	500	[22700001,23200000]
3	23200001	24	0.48	100	[23200001,23300000]
3	23300001	25	0.5	300	[23300001,23600000]
3	23600001	23	0.46	200	[23600001,23800000]
3	23800001	22	0.44	400	[23800001,24200000]
3	24200001	25	0.5	800	[24200001,25000000]
3	25000001	27	0.54	500	[25000001,25500000]
3	25500001	34	0.68	700	[25500001,26200000]
3	26200001	35	0.7	800	[26200001,27000000]
3	27000001	34	0.68	600	[27000001,27600000]
3	27600001	35	0.7	1100	[27600001,28700000]
3	28700001	34	0.68	1500	[28700001,30200000]
3	30200001	32	0.64	100	[30200001,30300000]
3	30300001	31	0.62	100	[30300001,30400000]
3	30400001	28	0.56	100	[30400001,30500000]
3	30500001	26	0.52	200	[30500001,30700000]
3	30700001	23	0.46	400	[30700001,31100000]
3	31100001	22	0.44	600	[31100001,31700000]
3	31700001	21	0.42	800	[31700001,32500000]
3	32500001	19	0.38	700	[32500001,33200000]
3	33200001	18	0.36	400	[33200001,33600000]
3	71200001	22	0.44	100	[71200001,71300000]
3	71300001	20	0.4	1900	[71300001,73200000]
3	73200001	19	0.38	400	[73200001,73600000]
3	73600001	21	0.42	700	[73600001,74300000]
3	3900000	18	0.36	1500	[2400001,3900000]
3	18600000	19	0.38	3500	[15100001,18600000]
3	19100000	21	0.42	500	[18600001,19100000]
3	19600000	22	0.44	500	[19100001,19600000]
3	20000000	21	0.42	400	[19600001,20000000]
3	20300000	20	0.4	300	[20000001,20300000]
3	20600000	19	0.38	200	[20400001,20600000]
3	20900000	20	0.4	300	[20600001,20900000]
3	21100000	19	0.38	200	[20900001,21100000]
3	21200000	21	0.42	100	[21100001,21200000]
3	21600000	23	0.46	400	[21200001,21600000]
3	21900000	22	0.44	300	[21600001,21900000]
3	22600000	23	0.46	700	[21900001,22600000]
3	22700000	22	0.44	100	[22600001,22700000]
3	23200000	23	0.46	500	[22700001,23200000]
3	23300000	24	0.48	100	[23200001,23300000]
3	23600000	25	0.5	300	[23300001,23600000]
3	23800000	23	0.46	200	[23600001,23800000]
3	24200000	22	0.44	400	[23800001,24200000]
3	25000000	25	0.5	800	[24200001,25000000]
3	25500000	27	0.54	500	[25000001,25500000]
3	26200000	34	0.68	700	[25500001,26200000]
3	27000000	35	0.7	800	[26200001,27000000]
3	27600000	34	0.68	600	[27000001,27600000]
3	28700000	35	0.7	1100	[27600001,28700000]
3	30200000	34	0.68	1500	[28700001,30200000]
3	30300000	32	0.64	100	[30200001,30300000]
3	30400000	31	0.62	100	[30300001,30400000]
3	30500000	28	0.56	100	[30400001,30500000]
3	30700000	26	0.52	200	[30500001,30700000]
3	31100000	23	0.46	400	[30700001,31100000]
3	31700000	22	0.44	600	[31100001,31700000]
3	32500000	21	0.42	800	[31700001,32500000]
3	33200000	19	0.38	700	[32500001,33200000]
3	33600000	18	0.36	400	[33200001,33600000]
3	71300000	22	0.44	100	[71200001,71300000]
3	73200000	20	0.4	1900	[71300001,73200000]
3	73600000	19	0.38	400	[73200001,73600000]
3	74300000	21	0.42	700	[73600001,74300000]
