CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	7500001	17	0.34	1200	[7500001,8700000]
3	8700001	16	0.32	100	[8700001,8800000]
3	8800001	17	0.34	400	[8800001,9200000]
3	9200001	16	0.32	500	[9200001,9700000]
3	9700001	17	0.34	300	[9700001,10000000]
3	10000001	16	0.32	100	[10000001,10100000]
3	17400001	22	0.44	300	[17400001,17700000]
3	17700001	23	0.46	1100	[17700001,18800000]
3	18800001	22	0.44	600	[18800001,19400000]
3	19400001	19	0.38	400	[19400001,19800000]
3	19800001	20	0.4	400	[19800001,20200000]
3	20200001	19	0.38	1200	[20200001,21400000]
3	21400001	18	0.36	300	[21400001,21700000]
3	21700001	19	0.38	500	[21700001,22200000]
3	22200001	24	0.48	200	[22200001,22400000]
3	35900001	16	0.32	700	[35900001,36600000]
3	36600001	19	0.38	200	[36600001,36800000]
3	36800001	18	0.36	100	[36800001,36900000]
3	36900001	19	0.38	200	[36900001,37100000]
3	37200001	16	0.32	900	[37200001,38100000]
3	39000001	16	0.32	100	[39000001,39100000]
3	40200001	17	0.34	600	[40200001,40800000]
3	41600001	17	0.34	1000	[41600001,42600000]
3	42900001	16	0.32	300	[42900001,43200000]
3	43200001	17	0.34	600	[43200001,43800000]
3	44100001	23	0.46	1600	[44100001,45700000]
3	45700001	24	0.48	1500	[45700001,47200000]
3	47200001	28	0.56	500	[47200001,47700000]
3	47700001	18	0.36	400	[47700001,48100000]
3	48100001	16	0.32	400	[48100001,48500000]
3	48500001	17	0.34	400	[48500001,48900000]
3	49600001	16	0.32	100	[49600001,49700000]
3	51500001	16	0.32	200	[51500001,51700000]
3	73200001	17	0.34	500	[73200001,73700000]
3	73700001	22	0.44	700	[73700001,74400000]
3	74400001	26	0.52	400	[74400001,74800000]
3	74800001	24	0.48	300	[74800001,75100000]
3	75100001	22	0.44	100	[75100001,75200000]
3	75200001	23	0.46	400	[75200001,75600000]
3	75600001	20	0.4	700	[75600001,76300000]
3	76300001	25	0.5	1300	[76300001,77600000]
3	77600001	21	0.42	100	[77600001,77700000]
3	77700001	20	0.4	100	[77700001,77800000]
3	77800001	21	0.42	800	[77800001,78600000]
3	84200001	18	0.36	400	[84200001,84600000]
3	84600001	19	0.38	1100	[84600001,85700000]
3	89100001	16	0.32	100	[89100001,89200000]
3	89200001	18	0.36	700	[89200001,89900000]
3	8700000	17	0.34	1200	[7500001,8700000]
3	8800000	16	0.32	100	[8700001,8800000]
3	9200000	17	0.34	400	[8800001,9200000]
3	9700000	16	0.32	500	[9200001,9700000]
3	10000000	17	0.34	300	[9700001,10000000]
3	10100000	16	0.32	100	[10000001,10100000]
3	17700000	22	0.44	300	[17400001,17700000]
3	18800000	23	0.46	1100	[17700001,18800000]
3	19400000	22	0.44	600	[18800001,19400000]
3	19800000	19	0.38	400	[19400001,19800000]
3	20200000	20	0.4	400	[19800001,20200000]
3	21400000	19	0.38	1200	[20200001,21400000]
3	21700000	18	0.36	300	[21400001,21700000]
3	22200000	19	0.38	500	[21700001,22200000]
3	22400000	24	0.48	200	[22200001,22400000]
3	36600000	16	0.32	700	[35900001,36600000]
3	36800000	19	0.38	200	[36600001,36800000]
3	36900000	18	0.36	100	[36800001,36900000]
3	37100000	19	0.38	200	[36900001,37100000]
3	38100000	16	0.32	900	[37200001,38100000]
3	39100000	16	0.32	100	[39000001,39100000]
3	40800000	17	0.34	600	[40200001,40800000]
3	42600000	17	0.34	1000	[41600001,42600000]
3	43200000	16	0.32	300	[42900001,43200000]
3	43800000	17	0.34	600	[43200001,43800000]
3	45700000	23	0.46	1600	[44100001,45700000]
3	47200000	24	0.48	1500	[45700001,47200000]
3	47700000	28	0.56	500	[47200001,47700000]
3	48100000	18	0.36	400	[47700001,48100000]
3	48500000	16	0.32	400	[48100001,48500000]
3	48900000	17	0.34	400	[48500001,48900000]
3	49700000	16	0.32	100	[49600001,49700000]
3	51700000	16	0.32	200	[51500001,51700000]
3	73700000	17	0.34	500	[73200001,73700000]
3	74400000	22	0.44	700	[73700001,74400000]
3	74800000	26	0.52	400	[74400001,74800000]
3	75100000	24	0.48	300	[74800001,75100000]
3	75200000	22	0.44	100	[75100001,75200000]
3	75600000	23	0.46	400	[75200001,75600000]
3	76300000	20	0.4	700	[75600001,76300000]
3	77600000	25	0.5	1300	[76300001,77600000]
3	77700000	21	0.42	100	[77600001,77700000]
3	77800000	20	0.4	100	[77700001,77800000]
3	78600000	21	0.42	800	[77800001,78600000]
3	84600000	18	0.36	400	[84200001,84600000]
3	85700000	19	0.38	1100	[84600001,85700000]
3	89200000	16	0.32	100	[89100001,89200000]
3	89900000	18	0.36	700	[89200001,89900000]
