CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	6400001	30	0.6	300	[6400001,6700000]
3	7400001	29	0.58	800	[7400001,8200000]
3	8900001	34	0.68	800	[8900001,9700000]
3	10000001	29	0.58	700	[10000001,10700000]
3	10800001	29	0.58	400	[10800001,11200000]
3	11200001	33	0.66	800	[11200001,12000000]
3	12000001	30	0.6	1000	[12000001,13000000]
3	13000001	31	0.62	500	[13000001,13500000]
3	13500001	30	0.6	100	[13500001,13600000]
3	13800001	50	1	2500	[13800001,16300000]
3	16300001	45	0.9	800	[16300001,17100000]
3	17100001	29	0.58	200	[17100001,17300000]
3	45500001	39	0.78	600	[45500001,46100000]
3	46100001	36	0.72	100	[46100001,46200000]
3	46200001	42	0.84	1100	[46200001,47300000]
3	47300001	41	0.82	900	[47300001,48200000]
3	48200001	38	0.76	1700	[48200001,49900000]
3	71600001	31	0.62	1000	[71600001,72600000]
3	72600001	32	0.64	1400	[72600001,74000000]
3	74000001	31	0.62	300	[74000001,74300000]
3	74300001	33	0.66	700	[74300001,75000000]
3	75000001	32	0.64	100	[75000001,75100000]
3	77300001	34	0.68	2200	[77300001,79500000]
3	79500001	35	0.7	1200	[79500001,80700000]
3	80700001	36	0.72	200	[80700001,80900000]
3	80900001	31	0.62	100	[80900001,81000000]
3	81000001	29	0.58	700	[81000001,81700000]
3	81700001	30	0.6	1100	[81700001,82800000]
3	82800001	32	0.64	100	[82800001,82900000]
3	83700001	29	0.58	400	[83700001,84100000]
3	6700000	30	0.6	300	[6400001,6700000]
3	8200000	29	0.58	800	[7400001,8200000]
3	9700000	34	0.68	800	[8900001,9700000]
3	10700000	29	0.58	700	[10000001,10700000]
3	11200000	29	0.58	400	[10800001,11200000]
3	12000000	33	0.66	800	[11200001,12000000]
3	13000000	30	0.6	1000	[12000001,13000000]
3	13500000	31	0.62	500	[13000001,13500000]
3	13600000	30	0.6	100	[13500001,13600000]
3	16300000	50	1	2500	[13800001,16300000]
3	17100000	45	0.9	800	[16300001,17100000]
3	17300000	29	0.58	200	[17100001,17300000]
3	46100000	39	0.78	600	[45500001,46100000]
3	46200000	36	0.72	100	[46100001,46200000]
3	47300000	42	0.84	1100	[46200001,47300000]
3	48200000	41	0.82	900	[47300001,48200000]
3	49900000	38	0.76	1700	[48200001,49900000]
3	72600000	31	0.62	1000	[71600001,72600000]
3	74000000	32	0.64	1400	[72600001,74000000]
3	74300000	31	0.62	300	[74000001,74300000]
3	75000000	33	0.66	700	[74300001,75000000]
3	75100000	32	0.64	100	[75000001,75100000]
3	79500000	34	0.68	2200	[77300001,79500000]
3	80700000	35	0.7	1200	[79500001,80700000]
3	80900000	36	0.72	200	[80700001,80900000]
3	81000000	31	0.62	100	[80900001,81000000]
3	81700000	29	0.58	700	[81000001,81700000]
3	82800000	30	0.6	1100	[81700001,82800000]
3	82900000	32	0.64	100	[82800001,82900000]
3	84100000	29	0.58	400	[83700001,84100000]
