CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	15300001	18	0.36	600	[15300001,15900000]
3	19300001	18	0.36	100	[19300001,19400000]
3	19400001	25	0.5	600	[19400001,20000000]
3	20000001	26	0.52	3000	[20000001,23000000]
3	23000001	27	0.54	400	[23000001,23400000]
3	23400001	26	0.52	400	[23400001,23800000]
3	23800001	24	0.48	1300	[23800001,25100000]
3	25600001	20	0.4	100	[25600001,25700000]
3	33000001	21	0.42	300	[33000001,33300000]
3	33300001	22	0.44	500	[33300001,33800000]
3	33800001	20	0.4	1700	[33800001,35500000]
3	35500001	19	0.38	400	[35500001,35900000]
3	35900001	18	0.36	200	[35900001,36100000]
3	59700001	18	0.36	200	[59700001,59900000]
3	59900001	19	0.38	700	[59900001,60600000]
3	60600001	18	0.36	100	[60600001,60700000]
3	60700001	19	0.38	500	[60700001,61200000]
3	64900001	18	0.36	100	[64900001,65000000]
3	66900001	18	0.36	600	[66900001,67500000]
3	67500001	19	0.38	100	[67500001,67600000]
3	67900001	18	0.36	800	[67900001,68700000]
3	70200001	23	0.46	1500	[70200001,71700000]
3	71700001	24	0.48	700	[71700001,72400000]
3	72400001	23	0.46	100	[72400001,72500000]
3	72500001	21	0.42	200	[72500001,72700000]
3	72700001	22	0.44	1200	[72700001,73900000]
3	73900001	20	0.4	700	[73900001,74600000]
3	74600001	21	0.42	1400	[74600001,76000000]
3	76000001	22	0.44	100	[76000001,76100000]
3	76800001	18	0.36	400	[76800001,77200000]
3	79000001	18	0.36	100	[79000001,79100000]
3	80400001	18	0.36	300	[80400001,80700000]
3	80700001	22	0.44	500	[80700001,81200000]
3	81200001	27	0.54	200	[81200001,81400000]
3	81400001	22	0.44	1100	[81400001,82500000]
3	82500001	20	0.4	200	[82500001,82700000]
3	82700001	22	0.44	200	[82700001,82900000]
3	82900001	19	0.38	500	[82900001,83400000]
3	83400001	20	0.4	400	[83400001,83800000]
3	83800001	19	0.38	800	[83800001,84600000]
3	84600001	18	0.36	200	[84600001,84800000]
3	88400001	18	0.36	600	[88400001,89000000]
3	15900000	18	0.36	600	[15300001,15900000]
3	19400000	18	0.36	100	[19300001,19400000]
3	20000000	25	0.5	600	[19400001,20000000]
3	23000000	26	0.52	3000	[20000001,23000000]
3	23400000	27	0.54	400	[23000001,23400000]
3	23800000	26	0.52	400	[23400001,23800000]
3	25100000	24	0.48	1300	[23800001,25100000]
3	25700000	20	0.4	100	[25600001,25700000]
3	33300000	21	0.42	300	[33000001,33300000]
3	33800000	22	0.44	500	[33300001,33800000]
3	35500000	20	0.4	1700	[33800001,35500000]
3	35900000	19	0.38	400	[35500001,35900000]
3	36100000	18	0.36	200	[35900001,36100000]
3	59900000	18	0.36	200	[59700001,59900000]
3	60600000	19	0.38	700	[59900001,60600000]
3	60700000	18	0.36	100	[60600001,60700000]
3	61200000	19	0.38	500	[60700001,61200000]
3	65000000	18	0.36	100	[64900001,65000000]
3	67500000	18	0.36	600	[66900001,67500000]
3	67600000	19	0.38	100	[67500001,67600000]
3	68700000	18	0.36	800	[67900001,68700000]
3	71700000	23	0.46	1500	[70200001,71700000]
3	72400000	24	0.48	700	[71700001,72400000]
3	72500000	23	0.46	100	[72400001,72500000]
3	72700000	21	0.42	200	[72500001,72700000]
3	73900000	22	0.44	1200	[72700001,73900000]
3	74600000	20	0.4	700	[73900001,74600000]
3	76000000	21	0.42	1400	[74600001,76000000]
3	76100000	22	0.44	100	[76000001,76100000]
3	77200000	18	0.36	400	[76800001,77200000]
3	79100000	18	0.36	100	[79000001,79100000]
3	80700000	18	0.36	300	[80400001,80700000]
3	81200000	22	0.44	500	[80700001,81200000]
3	81400000	27	0.54	200	[81200001,81400000]
3	82500000	22	0.44	1100	[81400001,82500000]
3	82700000	20	0.4	200	[82500001,82700000]
3	82900000	22	0.44	200	[82700001,82900000]
3	83400000	19	0.38	500	[82900001,83400000]
3	83800000	20	0.4	400	[83400001,83800000]
3	84600000	19	0.38	800	[83800001,84600000]
3	84800000	18	0.36	200	[84600001,84800000]
3	89000000	18	0.36	600	[88400001,89000000]
