CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	100001	27	0.54	100	[100001,200000]
3	200001	28	0.56	400	[200001,600000]
3	600001	30	0.6	500	[600001,1100000]
3	1100001	31	0.62	800	[1100001,1900000]
3	1900001	33	0.66	1200	[1900001,3100000]
3	3100001	34	0.68	400	[3100001,3500000]
3	3500001	28	0.56	200	[3500001,3700000]
3	3700001	24	0.48	400	[3700001,4100000]
3	4100001	25	0.5	400	[4100001,4500000]
3	4500001	24	0.48	100	[4500001,4600000]
3	4600001	26	0.52	400	[4600001,5000000]
3	5000001	25	0.5	1200	[5000001,6200000]
3	6200001	23	0.46	100	[6200001,6300000]
3	8100001	18	0.36	1100	[8100001,9200000]
3	9200001	19	0.38	100	[9200001,9300000]
3	11300001	19	0.38	100	[11300001,11400000]
3	13300001	18	0.36	100	[13300001,13400000]
3	13700001	21	0.42	300	[13700001,14000000]
3	14000001	23	0.46	500	[14000001,14500000]
3	14500001	24	0.48	800	[14500001,15300000]
3	15300001	29	0.58	800	[15300001,16100000]
3	16100001	30	0.6	800	[16100001,16900000]
3	16900001	22	0.44	300	[16900001,17200000]
3	17200001	20	0.4	600	[17200001,17800000]
3	17800001	18	0.36	300	[17800001,18100000]
3	18400001	18	0.36	200	[18400001,18600000]
3	38000001	18	0.36	300	[38000001,38300000]
3	43400001	18	0.36	100	[43400001,43500000]
3	43500001	20	0.4	600	[43500001,44100000]
3	44100001	19	0.38	1900	[44100001,46000000]
3	46000001	20	0.4	200	[46000001,46200000]
3	46200001	21	0.42	400	[46200001,46600000]
3	46600001	20	0.4	1300	[46600001,47900000]
3	70600001	18	0.36	900	[70600001,71500000]
3	71500001	19	0.38	1400	[71500001,72900000]
3	72900001	18	0.36	100	[72900001,73000000]
3	73000001	20	0.4	100	[73000001,73100000]
3	73100001	22	0.44	200	[73100001,73300000]
3	73300001	23	0.46	800	[73300001,74100000]
3	74100001	21	0.42	800	[74100001,74900000]
3	74900001	18	0.36	800	[74900001,75700000]
3	75700001	19	0.38	600	[75700001,76300000]
3	76300001	18	0.36	300	[76300001,76600000]
3	76600001	20	0.4	400	[76600001,77000000]
3	77000001	18	0.36	300	[77000001,77300000]
3	77800001	19	0.38	1400	[77800001,79200000]
3	79200001	18	0.36	500	[79200001,79700000]
3	79700001	19	0.38	400	[79700001,80100000]
3	80100001	18	0.36	100	[80100001,80200000]
3	80200001	19	0.38	300	[80200001,80500000]
3	200000	27	0.54	100	[100001,200000]
3	600000	28	0.56	400	[200001,600000]
3	1100000	30	0.6	500	[600001,1100000]
3	1900000	31	0.62	800	[1100001,1900000]
3	3100000	33	0.66	1200	[1900001,3100000]
3	3500000	34	0.68	400	[3100001,3500000]
3	3700000	28	0.56	200	[3500001,3700000]
3	4100000	24	0.48	400	[3700001,4100000]
3	4500000	25	0.5	400	[4100001,4500000]
3	4600000	24	0.48	100	[4500001,4600000]
3	5000000	26	0.52	400	[4600001,5000000]
3	6200000	25	0.5	1200	[5000001,6200000]
3	6300000	23	0.46	100	[6200001,6300000]
3	9200000	18	0.36	1100	[8100001,9200000]
3	9300000	19	0.38	100	[9200001,9300000]
3	11400000	19	0.38	100	[11300001,11400000]
3	13400000	18	0.36	100	[13300001,13400000]
3	14000000	21	0.42	300	[13700001,14000000]
3	14500000	23	0.46	500	[14000001,14500000]
3	15300000	24	0.48	800	[14500001,15300000]
3	16100000	29	0.58	800	[15300001,16100000]
3	16900000	30	0.6	800	[16100001,16900000]
3	17200000	22	0.44	300	[16900001,17200000]
3	17800000	20	0.4	600	[17200001,17800000]
3	18100000	18	0.36	300	[17800001,18100000]
3	18600000	18	0.36	200	[18400001,18600000]
3	38300000	18	0.36	300	[38000001,38300000]
3	43500000	18	0.36	100	[43400001,43500000]
3	44100000	20	0.4	600	[43500001,44100000]
3	46000000	19	0.38	1900	[44100001,46000000]
3	46200000	20	0.4	200	[46000001,46200000]
3	46600000	21	0.42	400	[46200001,46600000]
3	47900000	20	0.4	1300	[46600001,47900000]
3	71500000	18	0.36	900	[70600001,71500000]
3	72900000	19	0.38	1400	[71500001,72900000]
3	73000000	18	0.36	100	[72900001,73000000]
3	73100000	20	0.4	100	[73000001,73100000]
3	73300000	22	0.44	200	[73100001,73300000]
3	74100000	23	0.46	800	[73300001,74100000]
3	74900000	21	0.42	800	[74100001,74900000]
3	75700000	18	0.36	800	[74900001,75700000]
3	76300000	19	0.38	600	[75700001,76300000]
3	76600000	18	0.36	300	[76300001,76600000]
3	77000000	20	0.4	400	[76600001,77000000]
3	77300000	18	0.36	300	[77000001,77300000]
3	79200000	19	0.38	1400	[77800001,79200000]
3	79700000	18	0.36	500	[79200001,79700000]
3	80100000	19	0.38	400	[79700001,80100000]
3	80200000	18	0.36	100	[80100001,80200000]
3	80500000	19	0.38	300	[80200001,80500000]
