CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	48100001	62	0.31	400	[48100001,48500000]
3	48500001	63	0.315	100	[48500001,48600000]
3	70700001	63	0.315	100	[70700001,70800000]
3	70800001	64	0.32	100	[70800001,70900000]
3	70900001	65	0.325	200	[70900001,71100000]
3	71100001	66	0.33	100	[71100001,71200000]
3	71200001	68	0.34	100	[71200001,71300000]
3	71300001	69	0.345	100	[71300001,71400000]
3	48500000	62	0.31	400	[48100001,48500000]
3	48600000	63	0.315	100	[48500001,48600000]
3	70800000	63	0.315	100	[70700001,70800000]
3	70900000	64	0.32	100	[70800001,70900000]
3	71100000	65	0.325	200	[70900001,71100000]
3	71200000	66	0.33	100	[71100001,71200000]
3	71300000	68	0.34	100	[71200001,71300000]
3	71400000	69	0.345	100	[71300001,71400000]
