CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	2900001	62	0.31	100	[2900001,3000000]
3	18000001	64	0.32	200	[18000001,18200000]
3	19500001	62	0.31	100	[19500001,19600000]
3	55200001	63	0.315	100	[55200001,55300000]
3	55300001	70	0.35	100	[55300001,55400000]
3	55400001	66	0.33	300	[55400001,55700000]
3	55800001	62	0.31	300	[55800001,56100000]
3	56100001	65	0.325	100	[56100001,56200000]
3	56200001	66	0.33	100	[56200001,56300000]
3	3000000	62	0.31	100	[2900001,3000000]
3	18200000	64	0.32	200	[18000001,18200000]
3	19600000	62	0.31	100	[19500001,19600000]
3	55300000	63	0.315	100	[55200001,55300000]
3	55400000	70	0.35	100	[55300001,55400000]
3	55700000	66	0.33	300	[55400001,55700000]
3	56100000	62	0.31	300	[55800001,56100000]
3	56200000	65	0.325	100	[56100001,56200000]
3	56300000	66	0.33	100	[56200001,56300000]
