CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	74700001	64	0.32	200	[74700001,74900000]
3	74900001	65	0.325	100	[74900001,75000000]
3	75000001	66	0.33	300	[75000001,75300000]
3	75300001	62	0.31	100	[75300001,75400000]
3	75400001	63	0.315	200	[75400001,75600000]
3	75800001	62	0.31	100	[75800001,75900000]
3	74900000	64	0.32	200	[74700001,74900000]
3	75000000	65	0.325	100	[74900001,75000000]
3	75300000	66	0.33	300	[75000001,75300000]
3	75400000	62	0.31	100	[75300001,75400000]
3	75600000	63	0.315	200	[75400001,75600000]
3	75900000	62	0.31	100	[75800001,75900000]
