CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	59400001	49	0.245	200	[59400001,59600000]
3	59600001	52	0.26	100	[59600001,59700000]
3	69400001	50	0.25	100	[69400001,69500000]
3	69500001	49	0.245	200	[69500001,69700000]
3	69700001	51	0.255	100	[69700001,69800000]
3	69800001	50	0.25	100	[69800001,69900000]
3	69900001	49	0.245	100	[69900001,70000000]
3	79800001	50	0.25	300	[79800001,80100000]
3	59600000	49	0.245	200	[59400001,59600000]
3	59700000	52	0.26	100	[59600001,59700000]
3	69500000	50	0.25	100	[69400001,69500000]
3	69700000	49	0.245	200	[69500001,69700000]
3	69800000	51	0.255	100	[69700001,69800000]
3	69900000	50	0.25	100	[69800001,69900000]
3	70000000	49	0.245	100	[69900001,70000000]
3	80100000	50	0.25	300	[79800001,80100000]
