CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	49100001	47	0.235	100	[49100001,49200000]
3	49200001	51	0.255	200	[49200001,49400000]
3	50300001	48	0.24	300	[50300001,50600000]
3	72900001	47	0.235	200	[72900001,73100000]
3	73100001	48	0.24	200	[73100001,73300000]
3	73300001	47	0.235	200	[73300001,73500000]
3	49200000	47	0.235	100	[49100001,49200000]
3	49400000	51	0.255	200	[49200001,49400000]
3	50600000	48	0.24	300	[50300001,50600000]
3	73100000	47	0.235	200	[72900001,73100000]
3	73300000	48	0.24	200	[73100001,73300000]
3	73500000	47	0.235	200	[73300001,73500000]
