CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	74900001	86	0.43	100	[74900001,75000000]
3	75000001	85	0.425	100	[75000001,75100000]
3	75100001	86	0.43	500	[75100001,75600000]
3	75600001	88	0.44	100	[75600001,75700000]
3	75700001	78	0.39	100	[75700001,75800000]
3	76100001	77	0.385	200	[76100001,76300000]
3	75000000	86	0.43	100	[74900001,75000000]
3	75100000	85	0.425	100	[75000001,75100000]
3	75600000	86	0.43	500	[75100001,75600000]
3	75700000	88	0.44	100	[75600001,75700000]
3	75800000	78	0.39	100	[75700001,75800000]
3	76300000	77	0.385	200	[76100001,76300000]
