Simulation	Fifth_Percentile	Avg_H_e
Simulation 18	0.02063522807	0.210846864918751
Simulation 10	0.0288483575619841	0.208295798124457
Simulation 6	0.0474773755909091	0.23439548461598
Simulation 15	0.0500653758	0.228838257232156
Simulation 16	0.0508180364444445	0.217454695416192
Simulation 20	0.05117205532125	0.228175480043051
Simulation 9	0.0523387199466667	0.234955595416173
Simulation 5	0.0543214747955944	0.218665104963718
Simulation 19	0.0571342244571429	0.232502881979507
Simulation 1	0.0633189701522182	0.231094052262005
Simulation 11	0.06389625343296	0.23931202423871
Simulation 3	0.0652173920422222	0.23635661656795
Simulation 2	0.0678078706449164	0.231518182543572
Simulation 12	0.0691180641509091	0.241118578265012
Simulation 17	0.0698637189	0.228552394142339
Simulation 7	0.0702503582209524	0.229730670550185
Simulation 13	0.0794061486	0.246251388886449
Simulation 4	0.100016726775	0.260720372727908
Simulation 14	0.100816323805714	0.25869720532453
Simulation 8	0.106243415473714	0.265138066742693
