Simulation	Fifth_Percentile	Avg_H_e
Simulation 3	0	0.19273576373755
Simulation 4	0	0.187187201437867
Simulation 5	0.00205697153571429	0.20177582642594
Simulation 19	0.009208953976	0.194862521016464
Simulation 12	0.01046291502495	0.202911939887986
Simulation 16	0.0145447907145455	0.215543436155923
Simulation 1	0.01544015861	0.202978296932907
Simulation 2	0.0199299406902857	0.237363342544109
Simulation 20	0.02587686144	0.211673993195936
Simulation 8	0.0353491342222222	0.223318858519129
Simulation 14	0.0370944205673077	0.220733370255545
Simulation 18	0.0377013443375	0.209500551260099
Simulation 11	0.0385135289	0.203813376310268
Simulation 7	0.041765412324	0.218033978276221
Simulation 13	0.04840188519125	0.215185896244096
Simulation 15	0.05381533769625	0.22205670359906
Simulation 17	0.0546597729786364	0.232959587473203
Simulation 10	0.06009929736195	0.230683743019599
Simulation 9	0.0800889466506667	0.241163229231018
Simulation 6	0.0811489021066667	0.252485026364975
