Simulation	Fifth_Percentile	Avg_H_e
Simulation 3	0	0.175732918242566
Simulation 11	0	0.182924971951355
Simulation 16	0	0.1996533348033
Simulation 19	0.000180314392500007	0.205514184454443
Simulation 4	0.000595239875000008	0.18054593117322
Simulation 9	0.00339001558260923	0.224657693374481
Simulation 13	0.00978867893678572	0.216573139787529
Simulation 10	0.0109295282058	0.203571380244009
Simulation 18	0.013845307845425	0.220895391925299
Simulation 12	0.015914657925	0.221694792171145
Simulation 14	0.0170401858726154	0.190164223539618
Simulation 20	0.0175946158	0.210191214260214
Simulation 6	0.024918315264	0.207873317175547
Simulation 8	0.037434181475	0.234504203927217
Simulation 15	0.0640869010171429	0.236983423640169
Simulation 1	0.067452837234703	0.240862422140688
Simulation 2	0.0713893481714286	0.243726648300801
Simulation 5	0.0734702806994286	0.237476534997322
Simulation 17	0.076043146552	0.243001528964833
Simulation 7	0.0772215656	0.238223071570209
