Simulation	Fifth_Percentile	Avg_H_e
Simulation 10	0	0.207826710426623
Simulation 17	0.0025044578108	0.19118651951027
Simulation 13	0.0232110347938462	0.205204890137647
Simulation 8	0.0244664120921212	0.203337496771803
Simulation 19	0.0329487985695833	0.229771794192295
Simulation 11	0.0339226407023377	0.22784604316606
Simulation 18	0.0402211606403	0.222600995230003
Simulation 16	0.04220165708	0.219579066123425
Simulation 7	0.0436013084363636	0.227887050897218
Simulation 15	0.0445303453432168	0.221138641334182
Simulation 3	0.04615574782	0.224587022169317
Simulation 9	0.0462617058533333	0.237217249972343
Simulation 20	0.047405669676875	0.229360768956737
Simulation 12	0.0551379344511429	0.230364232648475
Simulation 5	0.0572655275504762	0.226843624383632
Simulation 1	0.0577685320698667	0.238352426748605
Simulation 14	0.0580181272257143	0.232852201237517
Simulation 4	0.0678919492888571	0.236902072747419
Simulation 6	0.068995137932	0.233435633617639
Simulation 2	0.0748949606766667	0.238760131520603
