Simulation	Fifth_Percentile	Avg_H_e
Simulation 7	0.0164048404166667	0.193158927867471
Simulation 12	0.01715599104	0.224898492070485
Simulation 20	0.01974331267625	0.22467408809686
Simulation 13	0.0305223600985714	0.211126577652563
Simulation 5	0.03386645929125	0.21914271638095
Simulation 10	0.045210193	0.22201763344738
Simulation 6	0.0524844882211111	0.229062981630332
Simulation 11	0.05320719415	0.23235386758752
Simulation 15	0.0542015068654546	0.234406042310366
Simulation 9	0.058090090434	0.236172804945308
Simulation 8	0.0602611219757143	0.234671693646266
Simulation 3	0.062421247002	0.246198602808877
Simulation 17	0.065990446304	0.238460240367472
Simulation 14	0.068471352025	0.226378665408044
Simulation 19	0.07737004974	0.250950345017323
Simulation 1	0.0794271381048727	0.24296962120668
Simulation 4	0.0833230471363636	0.242485576837084
Simulation 16	0.08660025978	0.249101054738417
Simulation 2	0.0899018017838667	0.246578126379339
Simulation 18	0.0999739197716667	0.254590409349044
