Simulation	Fifth_Percentile	Avg_H_e
Simulation 2	0	0.166920281333432
Simulation 7	0	0.15661072601447
Simulation 8	0	0.18158964517929
Simulation 10	0	0.184680971948203
Simulation 12	0	0.202635709113632
Simulation 15	0	0.170419780378023
Simulation 19	0	0.165042585392051
Simulation 20	0	0.178094072253087
Simulation 5	0.00643126024614616	0.187190954905895
Simulation 14	0.00930612533672728	0.197643448491748
Simulation 6	0.00980739530321569	0.208016013370888
Simulation 3	0.0164029462986667	0.200015280244599
Simulation 16	0.022710684171	0.207553943128535
Simulation 13	0.0283200276728572	0.224654905895125
Simulation 4	0.0432737589333333	0.226782190102985
Simulation 11	0.0437516741133333	0.224546480808369
Simulation 1	0.0459484877575758	0.209878773213567
Simulation 17	0.06392962352	0.236321005423474
Simulation 9	0.0776249833424	0.24174224518649
Simulation 18	0.0783683917414286	0.243880549183946
