#IID	F_ROH	ROH_length_kB	KBAVG
3331	0.23319	21554.5	5388.62
3332	0.32129	29697.7	5939.54
3333	0.43440	40152.6	6692.09
3334	0.61712	57041.6	28520.8
3335	0.27990	25871.8	6467.96
3336	0.21334	19719.7	4929.92
3337	0.21035	19443.1	3888.61
3338	0.25813	23859.2	7953.06
3339	0.32542	30079.2	6015.84
3340	0.23866	22060	5515.01
3341	0.14074	13008.7	6504.35
3342	0.31167	28807.9	9602.64
3343	0.40320	37268.1	12422.7
3344	0.34882	32242.3	5373.72
3345	0.34790	32157.2	10719.1
3346	0.32531	30068.6	7517.15
3347	0.54206	50103.7	6262.97
3348	0.30023	27750.3	6937.58
3349	0.26257	24269.7	4853.94
3350	0.09728	8991.63	4495.81
3351	0.27810	25705.1	4284.19
3352	0.32730	30252.7	15126.3
3353	0.13957	12900.2	4300.08
3354	0.23917	22106.6	5526.66
3355	0.11343	10484.4	5242.2
3356	0.27096	25045.3	5009.07
3357	0.24134	22307.1	5576.78
3358	0.12527	11579.1	3859.69
3359	0.12257	11329.2	3776.39
3360	0.36183	33444	6688.8
3361	0.23273	21511.6	10755.8
3362	0.34608	31988.8	6397.75
3363	0.25762	23812.4	7937.45
3364	0.34284	31689	7922.25
3365	0.21700	20057.2	6685.72
3366	0.07626	7049.14	3524.57
3367	0.27773	25671	5134.2
3368	0.16130	14908.9	7454.43
3369	0.31063	28711.8	9570.6
3370	0.39831	36816.7	7363.33
3371	0.26004	24035.4	24035.4
3372	0.31463	29081.7	7270.43
3373	0.35750	33044.6	5507.43
3374	0.20242	18709.5	6236.5
3375	0.11665	10782.4	5391.18
3376	0.26761	24735.2	6183.79
3377	0.30626	28308	4718
3378	0.21608	19972.1	6657.38
3379	0.31234	28870	7217.5
3380	0.40299	37249.3	6208.21
3381	0.24311	22470.6	5617.65
3382	0.37830	34966.5	6993.3
3383	0.19508	18031.6	4507.91
3384	0.10168	9398.63	4699.31
3385	0.31843	29432.6	7358.15
3386	0.38676	35748.4	5958.07
3387	0.24580	22719.2	7573.08
3388	0.26634	24618.2	8206.08
3389	0.31561	29172.1	9724.02
3390	0.54825	50675	7239.28
3391	0.20752	19180.9	9590.44
3392	0.23222	21464	5365.99
3393	0.10262	9484.91	4742.46
3394	0.05250	4852.73	4852.73
3395	0.31513	29127.6	7281.9
3396	0.52007	48070.5	9614.09
3397	0.41793	38629.8	7725.97
3398	0.24868	22985.6	5746.41
3399	0.46964	43409.4	10852.4
3400	0.26446	24444.5	8148.17
