CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	100001	20	0.4	200	[100001,300000]
3	300001	23	0.46	1100	[300001,1400000]
3	1400001	24	0.48	300	[1400001,1700000]
3	1700001	25	0.5	300	[1700001,2000000]
3	2000001	26	0.52	800	[2000001,2800000]
3	2800001	25	0.5	200	[2800001,3000000]
3	3000001	28	0.56	300	[3000001,3300000]
3	3300001	27	0.54	100	[3300001,3400000]
3	3400001	25	0.5	500	[3400001,3900000]
3	3900001	23	0.46	200	[3900001,4100000]
3	4100001	22	0.44	100	[4100001,4200000]
3	4200001	21	0.42	100	[4200001,4300000]
3	4300001	24	0.48	200	[4300001,4500000]
3	4500001	26	0.52	100	[4500001,4600000]
3	4600001	27	0.54	200	[4600001,4800000]
3	4800001	26	0.52	100	[4800001,4900000]
3	4900001	20	0.4	1200	[4900001,6100000]
3	6100001	18	0.36	200	[6100001,6300000]
3	6300001	20	0.4	100	[6300001,6400000]
3	7500001	18	0.36	600	[7500001,8100000]
3	10900001	17	0.34	1500	[10900001,12400000]
3	28400001	17	0.34	100	[28400001,28500000]
3	31000001	17	0.34	200	[31000001,31200000]
3	31200001	19	0.38	200	[31200001,31400000]
3	31800001	21	0.42	400	[31800001,32200000]
3	32200001	22	0.44	400	[32200001,32600000]
3	32600001	21	0.42	200	[32600001,32800000]
3	32800001	18	0.36	200	[32800001,33000000]
3	34300001	17	0.34	400	[34300001,34700000]
3	58900001	17	0.34	700	[58900001,59600000]
3	59600001	18	0.36	100	[59600001,59700000]
3	67400001	17	0.34	1000	[67400001,68400000]
3	68400001	18	0.36	200	[68400001,68600000]
3	68600001	19	0.38	1300	[68600001,69900000]
3	69900001	20	0.4	300	[69900001,70200000]
3	75300001	17	0.34	100	[75300001,75400000]
3	75400001	18	0.36	500	[75400001,75900000]
3	75900001	20	0.4	900	[75900001,76800000]
3	76800001	21	0.42	700	[76800001,77500000]
3	77500001	22	0.44	700	[77500001,78200000]
3	78200001	23	0.46	100	[78200001,78300000]
3	78300001	22	0.44	500	[78300001,78800000]
3	78800001	21	0.42	100	[78800001,78900000]
3	78900001	24	0.48	100	[78900001,79000000]
3	79000001	27	0.54	100	[79000001,79100000]
3	79100001	28	0.56	300	[79100001,79400000]
3	79400001	26	0.52	1100	[79400001,80500000]
3	80500001	24	0.48	400	[80500001,80900000]
3	80900001	25	0.5	500	[80900001,81400000]
3	81400001	23	0.46	300	[81400001,81700000]
3	81700001	29	0.58	300	[81700001,82000000]
3	82000001	28	0.56	100	[82000001,82100000]
3	82100001	29	0.58	500	[82100001,82600000]
3	82600001	27	0.54	200	[82600001,82800000]
3	82900001	18	0.36	700	[82900001,83600000]
3	83600001	17	0.34	100	[83600001,83700000]
3	83900001	23	0.46	200	[83900001,84100000]
3	84100001	22	0.44	100	[84100001,84200000]
3	84200001	21	0.42	1200	[84200001,85400000]
3	85400001	17	0.34	500	[85400001,85900000]
3	85900001	18	0.36	300	[85900001,86200000]
3	86200001	20	0.4	500	[86200001,86700000]
3	86700001	21	0.42	300	[86700001,87000000]
3	87000001	20	0.4	500	[87000001,87500000]
3	87500001	21	0.42	300	[87500001,87800000]
3	87800001	17	0.34	100	[87800001,87900000]
3	88000001	17	0.34	4400	[88000001,92400000]
3	300000	20	0.4	200	[100001,300000]
3	1400000	23	0.46	1100	[300001,1400000]
3	1700000	24	0.48	300	[1400001,1700000]
3	2000000	25	0.5	300	[1700001,2000000]
3	2800000	26	0.52	800	[2000001,2800000]
3	3000000	25	0.5	200	[2800001,3000000]
3	3300000	28	0.56	300	[3000001,3300000]
3	3400000	27	0.54	100	[3300001,3400000]
3	3900000	25	0.5	500	[3400001,3900000]
3	4100000	23	0.46	200	[3900001,4100000]
3	4200000	22	0.44	100	[4100001,4200000]
3	4300000	21	0.42	100	[4200001,4300000]
3	4500000	24	0.48	200	[4300001,4500000]
3	4600000	26	0.52	100	[4500001,4600000]
3	4800000	27	0.54	200	[4600001,4800000]
3	4900000	26	0.52	100	[4800001,4900000]
3	6100000	20	0.4	1200	[4900001,6100000]
3	6300000	18	0.36	200	[6100001,6300000]
3	6400000	20	0.4	100	[6300001,6400000]
3	8100000	18	0.36	600	[7500001,8100000]
3	12400000	17	0.34	1500	[10900001,12400000]
3	28500000	17	0.34	100	[28400001,28500000]
3	31200000	17	0.34	200	[31000001,31200000]
3	31400000	19	0.38	200	[31200001,31400000]
3	32200000	21	0.42	400	[31800001,32200000]
3	32600000	22	0.44	400	[32200001,32600000]
3	32800000	21	0.42	200	[32600001,32800000]
3	33000000	18	0.36	200	[32800001,33000000]
3	34700000	17	0.34	400	[34300001,34700000]
3	59600000	17	0.34	700	[58900001,59600000]
3	59700000	18	0.36	100	[59600001,59700000]
3	68400000	17	0.34	1000	[67400001,68400000]
3	68600000	18	0.36	200	[68400001,68600000]
3	69900000	19	0.38	1300	[68600001,69900000]
3	70200000	20	0.4	300	[69900001,70200000]
3	75400000	17	0.34	100	[75300001,75400000]
3	75900000	18	0.36	500	[75400001,75900000]
3	76800000	20	0.4	900	[75900001,76800000]
3	77500000	21	0.42	700	[76800001,77500000]
3	78200000	22	0.44	700	[77500001,78200000]
3	78300000	23	0.46	100	[78200001,78300000]
3	78800000	22	0.44	500	[78300001,78800000]
3	78900000	21	0.42	100	[78800001,78900000]
3	79000000	24	0.48	100	[78900001,79000000]
3	79100000	27	0.54	100	[79000001,79100000]
3	79400000	28	0.56	300	[79100001,79400000]
3	80500000	26	0.52	1100	[79400001,80500000]
3	80900000	24	0.48	400	[80500001,80900000]
3	81400000	25	0.5	500	[80900001,81400000]
3	81700000	23	0.46	300	[81400001,81700000]
3	82000000	29	0.58	300	[81700001,82000000]
3	82100000	28	0.56	100	[82000001,82100000]
3	82600000	29	0.58	500	[82100001,82600000]
3	82800000	27	0.54	200	[82600001,82800000]
3	83600000	18	0.36	700	[82900001,83600000]
3	83700000	17	0.34	100	[83600001,83700000]
3	84100000	23	0.46	200	[83900001,84100000]
3	84200000	22	0.44	100	[84100001,84200000]
3	85400000	21	0.42	1200	[84200001,85400000]
3	85900000	17	0.34	500	[85400001,85900000]
3	86200000	18	0.36	300	[85900001,86200000]
3	86700000	20	0.4	500	[86200001,86700000]
3	87000000	21	0.42	300	[86700001,87000000]
3	87500000	20	0.4	500	[87000001,87500000]
3	87800000	21	0.42	300	[87500001,87800000]
3	87900000	17	0.34	100	[87800001,87900000]
3	92400000	17	0.34	4400	[88000001,92400000]
