CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	29200001	21	0.233333	400	[29200001,29600000]
3	29800001	23	0.255556	400	[29800001,30200000]
3	30200001	24	0.266667	100	[30200001,30300000]
3	30300001	23	0.255556	100	[30300001,30400000]
3	30400001	24	0.266667	1000	[30400001,31400000]
3	31400001	21	0.233333	300	[31400001,31700000]
3	31700001	26	0.288889	300	[31700001,32000000]
3	32000001	28	0.311111	800	[32000001,32800000]
3	32800001	24	0.266667	700	[32800001,33500000]
3	33500001	23	0.255556	100	[33500001,33600000]
3	41300001	27	0.3	100	[41300001,41400000]
3	41400001	29	0.322222	600	[41400001,42000000]
3	42000001	30	0.333333	400	[42000001,42400000]
3	42400001	28	0.311111	600	[42400001,43000000]
3	43000001	27	0.3	100	[43000001,43100000]
3	43100001	29	0.322222	200	[43100001,43300000]
3	43300001	31	0.344444	400	[43300001,43700000]
3	43700001	32	0.355556	200	[43700001,43900000]
3	43900001	33	0.366667	400	[43900001,44300000]
3	44300001	34	0.377778	100	[44300001,44400000]
3	44400001	36	0.4	400	[44400001,44800000]
3	44800001	34	0.377778	300	[44800001,45100000]
3	45100001	35	0.388889	200	[45100001,45300000]
3	45300001	24	0.266667	700	[45300001,46000000]
3	46000001	25	0.277778	100	[46000001,46100000]
3	46100001	28	0.311111	200	[46100001,46300000]
3	46300001	26	0.288889	300	[46300001,46600000]
3	46600001	28	0.311111	1700	[46600001,48300000]
3	48300001	27	0.3	400	[48300001,48700000]
3	48700001	31	0.344444	500	[48700001,49200000]
3	49200001	32	0.355556	100	[49200001,49300000]
3	49300001	29	0.322222	300	[49300001,49600000]
3	49600001	27	0.3	400	[49600001,50000000]
3	50000001	26	0.288889	100	[50000001,50100000]
3	50100001	22	0.244444	600	[50100001,50700000]
3	54400001	28	0.311111	400	[54400001,54800000]
3	54800001	29	0.322222	100	[54800001,54900000]
3	54900001	30	0.333333	200	[54900001,55100000]
3	55100001	32	0.355556	100	[55100001,55200000]
3	55200001	31	0.344444	1300	[55200001,56500000]
3	56500001	32	0.355556	100	[56500001,56600000]
3	56600001	33	0.366667	400	[56600001,57000000]
3	57000001	30	0.333333	500	[57000001,57500000]
3	57500001	28	0.311111	700	[57500001,58200000]
3	58200001	29	0.322222	300	[58200001,58500000]
3	58500001	28	0.311111	500	[58500001,59000000]
3	68500001	25	0.277778	1900	[68500001,70400000]
3	70400001	26	0.288889	800	[70400001,71200000]
3	71200001	23	0.255556	100	[71200001,71300000]
3	71300001	26	0.288889	300	[71300001,71600000]
3	71600001	25	0.277778	600	[71600001,72200000]
3	72200001	26	0.288889	100	[72200001,72300000]
3	72300001	23	0.255556	300	[72300001,72600000]
3	72600001	21	0.233333	200	[72600001,72800000]
3	80500001	21	0.233333	300	[80500001,80800000]
3	81000001	21	0.233333	200	[81000001,81200000]
3	29600000	21	0.233333	400	[29200001,29600000]
3	30200000	23	0.255556	400	[29800001,30200000]
3	30300000	24	0.266667	100	[30200001,30300000]
3	30400000	23	0.255556	100	[30300001,30400000]
3	31400000	24	0.266667	1000	[30400001,31400000]
3	31700000	21	0.233333	300	[31400001,31700000]
3	32000000	26	0.288889	300	[31700001,32000000]
3	32800000	28	0.311111	800	[32000001,32800000]
3	33500000	24	0.266667	700	[32800001,33500000]
3	33600000	23	0.255556	100	[33500001,33600000]
3	41400000	27	0.3	100	[41300001,41400000]
3	42000000	29	0.322222	600	[41400001,42000000]
3	42400000	30	0.333333	400	[42000001,42400000]
3	43000000	28	0.311111	600	[42400001,43000000]
3	43100000	27	0.3	100	[43000001,43100000]
3	43300000	29	0.322222	200	[43100001,43300000]
3	43700000	31	0.344444	400	[43300001,43700000]
3	43900000	32	0.355556	200	[43700001,43900000]
3	44300000	33	0.366667	400	[43900001,44300000]
3	44400000	34	0.377778	100	[44300001,44400000]
3	44800000	36	0.4	400	[44400001,44800000]
3	45100000	34	0.377778	300	[44800001,45100000]
3	45300000	35	0.388889	200	[45100001,45300000]
3	46000000	24	0.266667	700	[45300001,46000000]
3	46100000	25	0.277778	100	[46000001,46100000]
3	46300000	28	0.311111	200	[46100001,46300000]
3	46600000	26	0.288889	300	[46300001,46600000]
3	48300000	28	0.311111	1700	[46600001,48300000]
3	48700000	27	0.3	400	[48300001,48700000]
3	49200000	31	0.344444	500	[48700001,49200000]
3	49300000	32	0.355556	100	[49200001,49300000]
3	49600000	29	0.322222	300	[49300001,49600000]
3	50000000	27	0.3	400	[49600001,50000000]
3	50100000	26	0.288889	100	[50000001,50100000]
3	50700000	22	0.244444	600	[50100001,50700000]
3	54800000	28	0.311111	400	[54400001,54800000]
3	54900000	29	0.322222	100	[54800001,54900000]
3	55100000	30	0.333333	200	[54900001,55100000]
3	55200000	32	0.355556	100	[55100001,55200000]
3	56500000	31	0.344444	1300	[55200001,56500000]
3	56600000	32	0.355556	100	[56500001,56600000]
3	57000000	33	0.366667	400	[56600001,57000000]
3	57500000	30	0.333333	500	[57000001,57500000]
3	58200000	28	0.311111	700	[57500001,58200000]
3	58500000	29	0.322222	300	[58200001,58500000]
3	59000000	28	0.311111	500	[58500001,59000000]
3	70400000	25	0.277778	1900	[68500001,70400000]
3	71200000	26	0.288889	800	[70400001,71200000]
3	71300000	23	0.255556	100	[71200001,71300000]
3	71600000	26	0.288889	300	[71300001,71600000]
3	72200000	25	0.277778	600	[71600001,72200000]
3	72300000	26	0.288889	100	[72200001,72300000]
3	72600000	23	0.255556	300	[72300001,72600000]
3	72800000	21	0.233333	200	[72600001,72800000]
3	80800000	21	0.233333	300	[80500001,80800000]
3	81200000	21	0.233333	200	[81000001,81200000]
