CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	3800001	23	0.255556	200	[3800001,4000000]
3	4000001	24	0.266667	1100	[4000001,5100000]
3	5100001	23	0.255556	100	[5100001,5200000]
3	5200001	22	0.244444	300	[5200001,5500000]
3	5500001	23	0.255556	600	[5500001,6100000]
3	6100001	22	0.244444	400	[6100001,6500000]
3	6500001	27	0.3	100	[6500001,6600000]
3	6600001	26	0.288889	100	[6600001,6700000]
3	6700001	28	0.311111	1000	[6700001,7700000]
3	7700001	29	0.322222	300	[7700001,8000000]
3	8000001	26	0.288889	200	[8000001,8200000]
3	8200001	28	0.311111	200	[8200001,8400000]
3	8400001	27	0.3	500	[8400001,8900000]
3	8900001	28	0.311111	300	[8900001,9200000]
3	9200001	25	0.277778	300	[9200001,9500000]
3	9500001	24	0.266667	300	[9500001,9800000]
3	9800001	22	0.244444	200	[9800001,10000000]
3	10500001	22	0.244444	100	[10500001,10600000]
3	10700001	22	0.244444	100	[10700001,10800000]
3	20700001	22	0.244444	400	[20700001,21100000]
3	21400001	22	0.244444	100	[21400001,21500000]
3	21500001	23	0.255556	500	[21500001,22000000]
3	22000001	22	0.244444	400	[22000001,22400000]
3	23000001	28	0.311111	500	[23000001,23500000]
3	23500001	29	0.322222	100	[23500001,23600000]
3	23600001	32	0.355556	700	[23600001,24300000]
3	24300001	31	0.344444	600	[24300001,24900000]
3	24900001	33	0.366667	500	[24900001,25400000]
3	25400001	32	0.355556	300	[25400001,25700000]
3	25700001	33	0.366667	100	[25700001,25800000]
3	25800001	32	0.355556	700	[25800001,26500000]
3	26500001	28	0.311111	400	[26500001,26900000]
3	26900001	32	0.355556	200	[26900001,27100000]
3	27100001	31	0.344444	100	[27100001,27200000]
3	27200001	23	0.255556	100	[27200001,27300000]
3	28100001	27	0.3	200	[28100001,28300000]
3	28300001	28	0.311111	200	[28300001,28500000]
3	28500001	25	0.277778	100	[28500001,28600000]
3	28600001	26	0.288889	400	[28600001,29000000]
3	30600001	22	0.244444	200	[30600001,30800000]
3	37400001	31	0.344444	100	[37400001,37500000]
3	37500001	30	0.333333	900	[37500001,38400000]
