sim_1_selection_model_s01_chr3	57682013
sim_2_selection_model_s01_chr3	52089679
sim_3_selection_model_s01_chr3	51352503
sim_4_selection_model_s01_chr3	27877723
sim_5_selection_model_s01_chr3	20228609
sim_6_selection_model_s01_chr3	48500772
sim_7_selection_model_s01_chr3	30282424
sim_8_selection_model_s01_chr3	68206621
sim_9_selection_model_s01_chr3	27646813
sim_10_selection_model_s01_chr3	45278051
sim_11_selection_model_s01_chr3	92030835
sim_12_selection_model_s01_chr3	20077460
sim_13_selection_model_s01_chr3	40665671
sim_14_selection_model_s01_chr3	22042163
sim_15_selection_model_s01_chr3	44261087
sim_16_selection_model_s01_chr3	12456101
sim_17_selection_model_s01_chr3	81501989
sim_18_selection_model_s01_chr3	40048895
sim_19_selection_model_s01_chr3	27148342
sim_20_selection_model_s01_chr3	45724264
