sim_1_selection_model_s05_chr3	35307513
sim_2_selection_model_s05_chr3	82587941
sim_3_selection_model_s05_chr3	73479149
sim_4_selection_model_s05_chr3	60221757
sim_5_selection_model_s05_chr3	32546290
sim_6_selection_model_s05_chr3	67913071
sim_7_selection_model_s05_chr3	63553407
sim_8_selection_model_s05_chr3	69803172
sim_9_selection_model_s05_chr3	52970394
sim_10_selection_model_s05_chr3	75062450
sim_11_selection_model_s05_chr3	20484258
sim_12_selection_model_s05_chr3	9330512
sim_13_selection_model_s05_chr3	926262
sim_14_selection_model_s05_chr3	19083699
sim_15_selection_model_s05_chr3	13388169
sim_16_selection_model_s05_chr3	48887493
sim_17_selection_model_s05_chr3	4404883
sim_18_selection_model_s05_chr3	67646416
sim_19_selection_model_s05_chr3	16281869
sim_20_selection_model_s05_chr3	51154597
