sim_1_selection_model_s07_chr3	8250885
sim_2_selection_model_s07_chr3	37985204
sim_3_selection_model_s07_chr3	49899106
sim_4_selection_model_s07_chr3	64112614
sim_5_selection_model_s07_chr3	78618281
sim_6_selection_model_s07_chr3	310258
sim_7_selection_model_s07_chr3	78565274
sim_8_selection_model_s07_chr3	8495938
sim_9_selection_model_s07_chr3	71997478
sim_10_selection_model_s07_chr3	13335544
sim_11_selection_model_s07_chr3	41604569
sim_12_selection_model_s07_chr3	30915439
sim_13_selection_model_s07_chr3	22618744
sim_14_selection_model_s07_chr3	83698831
sim_15_selection_model_s07_chr3	9118745
sim_16_selection_model_s07_chr3	88616983
sim_17_selection_model_s07_chr3	40304918
sim_18_selection_model_s07_chr3	68188013
sim_19_selection_model_s07_chr3	51767713
sim_20_selection_model_s07_chr3	14752890
