CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	16900001	15	0.3	700	[16900001,17600000]
3	23800001	15	0.3	700	[23800001,24500000]
3	24500001	16	0.32	600	[24500001,25100000]
3	25100001	15	0.3	200	[25100001,25300000]
3	25300001	18	0.36	100	[25300001,25400000]
3	25400001	19	0.38	900	[25400001,26300000]
3	26300001	18	0.36	400	[26300001,26700000]
3	26700001	17	0.34	100	[26700001,26800000]
3	26800001	16	0.32	100	[26800001,26900000]
3	26900001	17	0.34	400	[26900001,27300000]
3	42800001	15	0.3	600	[42800001,43400000]
3	50700001	15	0.3	100	[50700001,50800000]
3	51000001	17	0.34	1600	[51000001,52600000]
3	52600001	15	0.3	100	[52600001,52700000]
3	52700001	16	0.32	200	[52700001,52900000]
3	52900001	17	0.34	400	[52900001,53300000]
3	53300001	16	0.32	500	[53300001,53800000]
3	57900001	16	0.32	1000	[57900001,58900000]
3	59500001	16	0.32	200	[59500001,59700000]
3	59700001	15	0.3	500	[59700001,60200000]
3	60300001	16	0.32	700	[60300001,61000000]
3	61000001	15	0.3	100	[61000001,61100000]
3	61200001	16	0.32	1100	[61200001,62300000]
3	62300001	17	0.34	500	[62300001,62800000]
3	62900001	15	0.3	100	[62900001,63000000]
3	63000001	17	0.34	500	[63000001,63500000]
3	63500001	18	0.36	1300	[63500001,64800000]
3	64800001	17	0.34	500	[64800001,65300000]
3	65300001	16	0.32	1200	[65300001,66500000]
3	66500001	18	0.36	400	[66500001,66900000]
3	66900001	19	0.38	100	[66900001,67000000]
3	67000001	16	0.32	600	[67000001,67600000]
3	67600001	15	0.3	100	[67600001,67700000]
3	76200001	15	0.3	100	[76200001,76300000]
3	77100001	19	0.38	100	[77100001,77200000]
3	77200001	21	0.42	400	[77200001,77600000]
3	77600001	23	0.46	300	[77600001,77900000]
3	77900001	26	0.52	200	[77900001,78100000]
3	78100001	22	0.44	700	[78100001,78800000]
3	78800001	21	0.42	400	[78800001,79200000]
3	79200001	20	0.4	100	[79200001,79300000]
3	79300001	19	0.38	100	[79300001,79400000]
3	79400001	20	0.4	2100	[79400001,81500000]
3	81500001	21	0.42	800	[81500001,82300000]
3	82300001	20	0.4	300	[82300001,82600000]
3	82600001	17	0.34	600	[82600001,83200000]
3	83300001	15	0.3	700	[83300001,84000000]
3	84000001	16	0.32	100	[84000001,84100000]
3	17600000	15	0.3	700	[16900001,17600000]
3	24500000	15	0.3	700	[23800001,24500000]
3	25100000	16	0.32	600	[24500001,25100000]
3	25300000	15	0.3	200	[25100001,25300000]
3	25400000	18	0.36	100	[25300001,25400000]
3	26300000	19	0.38	900	[25400001,26300000]
3	26700000	18	0.36	400	[26300001,26700000]
3	26800000	17	0.34	100	[26700001,26800000]
3	26900000	16	0.32	100	[26800001,26900000]
3	27300000	17	0.34	400	[26900001,27300000]
3	43400000	15	0.3	600	[42800001,43400000]
3	50800000	15	0.3	100	[50700001,50800000]
3	52600000	17	0.34	1600	[51000001,52600000]
3	52700000	15	0.3	100	[52600001,52700000]
3	52900000	16	0.32	200	[52700001,52900000]
3	53300000	17	0.34	400	[52900001,53300000]
3	53800000	16	0.32	500	[53300001,53800000]
3	58900000	16	0.32	1000	[57900001,58900000]
3	59700000	16	0.32	200	[59500001,59700000]
3	60200000	15	0.3	500	[59700001,60200000]
3	61000000	16	0.32	700	[60300001,61000000]
3	61100000	15	0.3	100	[61000001,61100000]
3	62300000	16	0.32	1100	[61200001,62300000]
3	62800000	17	0.34	500	[62300001,62800000]
3	63000000	15	0.3	100	[62900001,63000000]
3	63500000	17	0.34	500	[63000001,63500000]
3	64800000	18	0.36	1300	[63500001,64800000]
3	65300000	17	0.34	500	[64800001,65300000]
3	66500000	16	0.32	1200	[65300001,66500000]
3	66900000	18	0.36	400	[66500001,66900000]
3	67000000	19	0.38	100	[66900001,67000000]
3	67600000	16	0.32	600	[67000001,67600000]
3	67700000	15	0.3	100	[67600001,67700000]
3	76300000	15	0.3	100	[76200001,76300000]
3	77200000	19	0.38	100	[77100001,77200000]
3	77600000	21	0.42	400	[77200001,77600000]
3	77900000	23	0.46	300	[77600001,77900000]
3	78100000	26	0.52	200	[77900001,78100000]
3	78800000	22	0.44	700	[78100001,78800000]
3	79200000	21	0.42	400	[78800001,79200000]
3	79300000	20	0.4	100	[79200001,79300000]
3	79400000	19	0.38	100	[79300001,79400000]
3	81500000	20	0.4	2100	[79400001,81500000]
3	82300000	21	0.42	800	[81500001,82300000]
3	82600000	20	0.4	300	[82300001,82600000]
3	83200000	17	0.34	600	[82600001,83200000]
3	84000000	15	0.3	700	[83300001,84000000]
3	84100000	16	0.32	100	[84000001,84100000]
