CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	4600001	21	0.42	1600	[4600001,6200000]
3	6200001	22	0.44	1400	[6200001,7600000]
3	7600001	24	0.48	400	[7600001,8000000]
3	8000001	25	0.5	300	[8000001,8300000]
3	8300001	26	0.52	1700	[8300001,10000000]
3	10000001	24	0.48	200	[10000001,10200000]
3	37500001	19	0.38	1400	[37500001,38900000]
3	42300001	19	0.38	900	[42300001,43200000]
3	43300001	19	0.38	1000	[43300001,44300000]
3	44800001	19	0.38	100	[44800001,44900000]
3	48000001	20	0.4	4500	[48000001,52500000]
3	52500001	21	0.42	300	[52500001,52800000]
3	52800001	20	0.4	100	[52800001,52900000]
3	57600001	21	0.42	300	[57600001,57900000]
3	57900001	19	0.38	1300	[57900001,59200000]
3	60400001	19	0.38	300	[60400001,60700000]
3	79700001	21	0.42	800	[79700001,80500000]
3	80500001	20	0.4	600	[80500001,81100000]
3	81100001	19	0.38	300	[81100001,81400000]
3	81600001	19	0.38	400	[81600001,82000000]
3	82000001	20	0.4	800	[82000001,82800000]
3	82800001	19	0.38	200	[82800001,83000000]
3	83100001	19	0.38	300	[83100001,83400000]
3	83400001	21	0.42	100	[83400001,83500000]
3	83500001	23	0.46	100	[83500001,83600000]
3	83600001	24	0.48	600	[83600001,84200000]
3	84200001	23	0.46	100	[84200001,84300000]
3	84300001	24	0.48	400	[84300001,84700000]
3	84700001	22	0.44	1100	[84700001,85800000]
3	85800001	20	0.4	100	[85800001,85900000]
3	85900001	19	0.38	200	[85900001,86100000]
3	87400001	21	0.42	400	[87400001,87800000]
3	87800001	20	0.4	200	[87800001,88000000]
3	6200000	21	0.42	1600	[4600001,6200000]
3	7600000	22	0.44	1400	[6200001,7600000]
3	8000000	24	0.48	400	[7600001,8000000]
3	8300000	25	0.5	300	[8000001,8300000]
3	10000000	26	0.52	1700	[8300001,10000000]
3	10200000	24	0.48	200	[10000001,10200000]
3	38900000	19	0.38	1400	[37500001,38900000]
3	43200000	19	0.38	900	[42300001,43200000]
3	44300000	19	0.38	1000	[43300001,44300000]
3	44900000	19	0.38	100	[44800001,44900000]
3	52500000	20	0.4	4500	[48000001,52500000]
3	52800000	21	0.42	300	[52500001,52800000]
3	52900000	20	0.4	100	[52800001,52900000]
3	57900000	21	0.42	300	[57600001,57900000]
3	59200000	19	0.38	1300	[57900001,59200000]
3	60700000	19	0.38	300	[60400001,60700000]
3	80500000	21	0.42	800	[79700001,80500000]
3	81100000	20	0.4	600	[80500001,81100000]
3	81400000	19	0.38	300	[81100001,81400000]
3	82000000	19	0.38	400	[81600001,82000000]
3	82800000	20	0.4	800	[82000001,82800000]
3	83000000	19	0.38	200	[82800001,83000000]
3	83400000	19	0.38	300	[83100001,83400000]
3	83500000	21	0.42	100	[83400001,83500000]
3	83600000	23	0.46	100	[83500001,83600000]
3	84200000	24	0.48	600	[83600001,84200000]
3	84300000	23	0.46	100	[84200001,84300000]
3	84700000	24	0.48	400	[84300001,84700000]
3	85800000	22	0.44	1100	[84700001,85800000]
3	85900000	20	0.4	100	[85800001,85900000]
3	86100000	19	0.38	200	[85900001,86100000]
3	87800000	21	0.42	400	[87400001,87800000]
3	88000000	20	0.4	200	[87800001,88000000]
