CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	2400001	18	0.36	800	[2400001,3200000]
3	3200001	20	0.4	700	[3200001,3900000]
3	3900001	23	0.46	2700	[3900001,6600000]
3	6600001	22	0.44	700	[6600001,7300000]
3	7700001	18	0.36	100	[7700001,7800000]
3	7800001	20	0.4	300	[7800001,8100000]
3	8100001	23	0.46	200	[8100001,8300000]
3	8300001	22	0.44	400	[8300001,8700000]
3	8700001	21	0.42	600	[8700001,9300000]
3	9300001	23	0.46	2300	[9300001,11600000]
3	11600001	22	0.44	200	[11600001,11800000]
3	11800001	20	0.4	400	[11800001,12200000]
3	12200001	19	0.38	400	[12200001,12600000]
3	12600001	20	0.4	200	[12600001,12800000]
3	43000001	18	0.36	300	[43000001,43300000]
3	43300001	19	0.38	1100	[43300001,44400000]
3	44400001	20	0.4	400	[44400001,44800000]
3	44800001	18	0.36	300	[44800001,45100000]
3	45200001	19	0.38	900	[45200001,46100000]
3	46100001	18	0.36	1000	[46100001,47100000]
3	62900001	18	0.36	500	[62900001,63400000]
3	63400001	19	0.38	1300	[63400001,64700000]
3	64700001	20	0.4	500	[64700001,65200000]
3	65200001	26	0.52	100	[65200001,65300000]
3	65300001	23	0.46	200	[65300001,65500000]
3	65500001	28	0.56	1000	[65500001,66500000]
3	66500001	26	0.52	100	[66500001,66600000]
3	66600001	31	0.62	700	[66600001,67300000]
3	67300001	27	0.54	500	[67300001,67800000]
3	67800001	30	0.6	400	[67800001,68200000]
3	68200001	29	0.58	100	[68200001,68300000]
3	68300001	30	0.6	1000	[68300001,69300000]
3	69300001	29	0.58	300	[69300001,69600000]
3	69600001	28	0.56	600	[69600001,70200000]
3	70200001	24	0.48	300	[70200001,70500000]
3	70500001	23	0.46	100	[70500001,70600000]
3	70600001	22	0.44	200	[70600001,70800000]
3	70800001	20	0.4	800	[70800001,71600000]
3	71600001	18	0.36	100	[71600001,71700000]
3	71700001	20	0.4	1100	[71700001,72800000]
3	76300001	18	0.36	300	[76300001,76600000]
3	80600001	20	0.4	500	[80600001,81100000]
3	81100001	19	0.38	100	[81100001,81200000]
3	89000001	18	0.36	400	[89000001,89400000]
3	89400001	20	0.4	700	[89400001,90100000]
3	90100001	18	0.36	500	[90100001,90600000]
3	3200000	18	0.36	800	[2400001,3200000]
3	3900000	20	0.4	700	[3200001,3900000]
3	6600000	23	0.46	2700	[3900001,6600000]
3	7300000	22	0.44	700	[6600001,7300000]
3	7800000	18	0.36	100	[7700001,7800000]
3	8100000	20	0.4	300	[7800001,8100000]
3	8300000	23	0.46	200	[8100001,8300000]
3	8700000	22	0.44	400	[8300001,8700000]
3	9300000	21	0.42	600	[8700001,9300000]
3	11600000	23	0.46	2300	[9300001,11600000]
3	11800000	22	0.44	200	[11600001,11800000]
3	12200000	20	0.4	400	[11800001,12200000]
3	12600000	19	0.38	400	[12200001,12600000]
3	12800000	20	0.4	200	[12600001,12800000]
3	43300000	18	0.36	300	[43000001,43300000]
3	44400000	19	0.38	1100	[43300001,44400000]
3	44800000	20	0.4	400	[44400001,44800000]
3	45100000	18	0.36	300	[44800001,45100000]
3	46100000	19	0.38	900	[45200001,46100000]
3	47100000	18	0.36	1000	[46100001,47100000]
3	63400000	18	0.36	500	[62900001,63400000]
3	64700000	19	0.38	1300	[63400001,64700000]
3	65200000	20	0.4	500	[64700001,65200000]
3	65300000	26	0.52	100	[65200001,65300000]
3	65500000	23	0.46	200	[65300001,65500000]
3	66500000	28	0.56	1000	[65500001,66500000]
3	66600000	26	0.52	100	[66500001,66600000]
3	67300000	31	0.62	700	[66600001,67300000]
3	67800000	27	0.54	500	[67300001,67800000]
3	68200000	30	0.6	400	[67800001,68200000]
3	68300000	29	0.58	100	[68200001,68300000]
3	69300000	30	0.6	1000	[68300001,69300000]
3	69600000	29	0.58	300	[69300001,69600000]
3	70200000	28	0.56	600	[69600001,70200000]
3	70500000	24	0.48	300	[70200001,70500000]
3	70600000	23	0.46	100	[70500001,70600000]
3	70800000	22	0.44	200	[70600001,70800000]
3	71600000	20	0.4	800	[70800001,71600000]
3	71700000	18	0.36	100	[71600001,71700000]
3	72800000	20	0.4	1100	[71700001,72800000]
3	76600000	18	0.36	300	[76300001,76600000]
3	81100000	20	0.4	500	[80600001,81100000]
3	81200000	19	0.38	100	[81100001,81200000]
3	89400000	18	0.36	400	[89000001,89400000]
3	90100000	20	0.4	700	[89400001,90100000]
3	90600000	18	0.36	500	[90100001,90600000]
