CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	2800001	16	0.32	200	[2800001,3000000]
3	3000001	20	0.4	600	[3000001,3600000]
3	3600001	21	0.42	1200	[3600001,4800000]
3	19000001	16	0.32	800	[19000001,19800000]
3	19800001	15	0.3	1600	[19800001,21400000]
3	21400001	16	0.32	100	[21400001,21500000]
3	21500001	17	0.34	200	[21500001,21700000]
3	21700001	16	0.32	1100	[21700001,22800000]
3	22800001	15	0.3	100	[22800001,22900000]
3	23100001	16	0.32	1100	[23100001,24200000]
3	24200001	17	0.34	400	[24200001,24600000]
3	24600001	16	0.32	1300	[24600001,25900000]
3	35200001	17	0.34	1800	[35200001,37000000]
3	37000001	19	0.38	500	[37000001,37500000]
3	37500001	18	0.36	800	[37500001,38300000]
3	38300001	20	0.4	900	[38300001,39200000]
3	39200001	19	0.38	200	[39200001,39400000]
3	39400001	20	0.4	100	[39400001,39500000]
3	39500001	22	0.44	700	[39500001,40200000]
3	40200001	24	0.48	200	[40200001,40400000]
3	40400001	22	0.44	600	[40400001,41000000]
3	41000001	21	0.42	100	[41000001,41100000]
3	41100001	23	0.46	1300	[41100001,42400000]
3	42400001	24	0.48	600	[42400001,43000000]
3	43000001	22	0.44	600	[43000001,43600000]
3	43600001	20	0.4	400	[43600001,44000000]
3	44000001	19	0.38	200	[44000001,44200000]
3	44200001	20	0.4	1200	[44200001,45400000]
3	54300001	15	0.3	1300	[54300001,55600000]
3	65200001	15	0.3	200	[65200001,65400000]
3	70800001	15	0.3	100	[70800001,70900000]
3	71000001	15	0.3	500	[71000001,71500000]
3	71500001	17	0.34	200	[71500001,71700000]
3	71700001	16	0.32	1400	[71700001,73100000]
3	73100001	17	0.34	1400	[73100001,74500000]
3	74500001	16	0.32	700	[74500001,75200000]
3	75200001	17	0.34	300	[75200001,75500000]
3	75500001	18	0.36	100	[75500001,75600000]
3	75600001	15	0.3	500	[75600001,76100000]
3	83700001	15	0.3	1200	[83700001,84900000]
3	84900001	16	0.32	100	[84900001,85000000]
3	3000000	16	0.32	200	[2800001,3000000]
3	3600000	20	0.4	600	[3000001,3600000]
3	4800000	21	0.42	1200	[3600001,4800000]
3	19800000	16	0.32	800	[19000001,19800000]
3	21400000	15	0.3	1600	[19800001,21400000]
3	21500000	16	0.32	100	[21400001,21500000]
3	21700000	17	0.34	200	[21500001,21700000]
3	22800000	16	0.32	1100	[21700001,22800000]
3	22900000	15	0.3	100	[22800001,22900000]
3	24200000	16	0.32	1100	[23100001,24200000]
3	24600000	17	0.34	400	[24200001,24600000]
3	25900000	16	0.32	1300	[24600001,25900000]
3	37000000	17	0.34	1800	[35200001,37000000]
3	37500000	19	0.38	500	[37000001,37500000]
3	38300000	18	0.36	800	[37500001,38300000]
3	39200000	20	0.4	900	[38300001,39200000]
3	39400000	19	0.38	200	[39200001,39400000]
3	39500000	20	0.4	100	[39400001,39500000]
3	40200000	22	0.44	700	[39500001,40200000]
3	40400000	24	0.48	200	[40200001,40400000]
3	41000000	22	0.44	600	[40400001,41000000]
3	41100000	21	0.42	100	[41000001,41100000]
3	42400000	23	0.46	1300	[41100001,42400000]
3	43000000	24	0.48	600	[42400001,43000000]
3	43600000	22	0.44	600	[43000001,43600000]
3	44000000	20	0.4	400	[43600001,44000000]
3	44200000	19	0.38	200	[44000001,44200000]
3	45400000	20	0.4	1200	[44200001,45400000]
3	55600000	15	0.3	1300	[54300001,55600000]
3	65400000	15	0.3	200	[65200001,65400000]
3	70900000	15	0.3	100	[70800001,70900000]
3	71500000	15	0.3	500	[71000001,71500000]
3	71700000	17	0.34	200	[71500001,71700000]
3	73100000	16	0.32	1400	[71700001,73100000]
3	74500000	17	0.34	1400	[73100001,74500000]
3	75200000	16	0.32	700	[74500001,75200000]
3	75500000	17	0.34	300	[75200001,75500000]
3	75600000	18	0.36	100	[75500001,75600000]
3	76100000	15	0.3	500	[75600001,76100000]
3	84900000	15	0.3	1200	[83700001,84900000]
3	85000000	16	0.32	100	[84900001,85000000]
