CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	26000001	22	0.44	1000	[26000001,27000000]
3	27000001	24	0.48	1900	[27000001,28900000]
3	28900001	23	0.46	900	[28900001,29800000]
3	36500001	20	0.4	1000	[36500001,37500000]
3	37500001	21	0.42	400	[37500001,37900000]
3	37900001	22	0.44	400	[37900001,38300000]
3	38300001	23	0.46	300	[38300001,38600000]
3	38600001	21	0.42	100	[38600001,38700000]
3	38700001	24	0.48	900	[38700001,39600000]
3	39600001	25	0.5	200	[39600001,39800000]
3	39800001	24	0.48	300	[39800001,40100000]
3	40100001	25	0.5	800	[40100001,40900000]
3	40900001	26	0.52	1100	[40900001,42000000]
3	42000001	28	0.56	200	[42000001,42200000]
3	42200001	27	0.54	300	[42200001,42500000]
3	42500001	29	0.58	100	[42500001,42600000]
3	42600001	28	0.56	100	[42600001,42700000]
3	42700001	27	0.54	900	[42700001,43600000]
3	43600001	21	0.42	900	[43600001,44500000]
3	51100001	24	0.48	500	[51100001,51600000]
3	51600001	42	0.84	5000	[51600001,56600000]
3	56600001	34	0.68	100	[56600001,56700000]
3	58000001	21	0.42	2100	[58000001,60100000]
3	60100001	22	0.44	700	[60100001,60800000]
3	60800001	21	0.42	400	[60800001,61200000]
3	61200001	20	0.4	200	[61200001,61400000]
3	61400001	21	0.42	600	[61400001,62000000]
3	62100001	20	0.4	900	[62100001,63000000]
3	63700001	21	0.42	1100	[63700001,64800000]
3	64800001	24	0.48	100	[64800001,64900000]
3	64900001	25	0.5	300	[64900001,65200000]
3	65200001	23	0.46	200	[65200001,65400000]
3	65400001	20	0.4	500	[65400001,65900000]
3	84000001	20	0.4	600	[84000001,84600000]
3	84600001	22	0.44	400	[84600001,85000000]
3	85000001	20	0.4	700	[85000001,85700000]
3	27000000	22	0.44	1000	[26000001,27000000]
3	28900000	24	0.48	1900	[27000001,28900000]
3	29800000	23	0.46	900	[28900001,29800000]
3	37500000	20	0.4	1000	[36500001,37500000]
3	37900000	21	0.42	400	[37500001,37900000]
3	38300000	22	0.44	400	[37900001,38300000]
3	38600000	23	0.46	300	[38300001,38600000]
3	38700000	21	0.42	100	[38600001,38700000]
3	39600000	24	0.48	900	[38700001,39600000]
3	39800000	25	0.5	200	[39600001,39800000]
3	40100000	24	0.48	300	[39800001,40100000]
3	40900000	25	0.5	800	[40100001,40900000]
3	42000000	26	0.52	1100	[40900001,42000000]
3	42200000	28	0.56	200	[42000001,42200000]
3	42500000	27	0.54	300	[42200001,42500000]
3	42600000	29	0.58	100	[42500001,42600000]
3	42700000	28	0.56	100	[42600001,42700000]
3	43600000	27	0.54	900	[42700001,43600000]
3	44500000	21	0.42	900	[43600001,44500000]
3	51600000	24	0.48	500	[51100001,51600000]
3	56600000	42	0.84	5000	[51600001,56600000]
3	56700000	34	0.68	100	[56600001,56700000]
3	60100000	21	0.42	2100	[58000001,60100000]
3	60800000	22	0.44	700	[60100001,60800000]
3	61200000	21	0.42	400	[60800001,61200000]
3	61400000	20	0.4	200	[61200001,61400000]
3	62000000	21	0.42	600	[61400001,62000000]
3	63000000	20	0.4	900	[62100001,63000000]
3	64800000	21	0.42	1100	[63700001,64800000]
3	64900000	24	0.48	100	[64800001,64900000]
3	65200000	25	0.5	300	[64900001,65200000]
3	65400000	23	0.46	200	[65200001,65400000]
3	65900000	20	0.4	500	[65400001,65900000]
3	84600000	20	0.4	600	[84000001,84600000]
3	85000000	22	0.44	400	[84600001,85000000]
3	85700000	20	0.4	700	[85000001,85700000]
