Simulation	Fifth_Percentile	Avg_H_e
Simulation 4	0.1423280958	0.33739964497488
Simulation 11	0.1500296728	0.355161838558292
Simulation 10	0.151942447828571	0.345107382726579
Simulation 14	0.159598210442857	0.339187220445919
Simulation 20	0.16296245256	0.362090662256768
Simulation 3	0.1674174873	0.328911964169403
Simulation 6	0.16803213093	0.343488682494681
Simulation 13	0.1683274542	0.341544970123032
Simulation 16	0.1702955192	0.35901902281485
Simulation 12	0.172146033045	0.3327856948446
Simulation 15	0.17718299165	0.347624275979399
Simulation 19	0.202162046083333	0.347592830605261
Simulation 18	0.202284918256667	0.358933797865699
Simulation 5	0.20436322063	0.359133505242088
Simulation 17	0.206739107372	0.342934676837232
Simulation 1	0.209305254815758	0.354742889659433
Simulation 9	0.21491847996	0.362500172967743
Simulation 8	0.228634495425	0.377717769243027
Simulation 2	0.228889784786667	0.373131492760224
Simulation 7	0.241799386625	0.376057671509387
