Simulation	Fifth_Percentile	Avg_H_e
Simulation 10	0.153423827726667	0.334846769152473
Simulation 6	0.193317557724444	0.345997119486064
Simulation 20	0.19611971976	0.358613883020281
Simulation 2	0.200256248345238	0.35561901627017
Simulation 1	0.203350156704	0.364232091313427
Simulation 9	0.2034063342	0.356693050410384
Simulation 16	0.204354330586667	0.357034514728501
Simulation 13	0.20464561625	0.356397403336746
Simulation 18	0.20537922059	0.382411833417459
Simulation 5	0.205810483721429	0.359397845304439
Simulation 11	0.20820481026	0.34588611042973
Simulation 15	0.218031180666667	0.370955770887733
Simulation 3	0.218774707035	0.364349177274221
Simulation 17	0.218878498037714	0.363481684209376
Simulation 7	0.224075634100833	0.366772145907429
Simulation 19	0.224409757540833	0.360996903225901
Simulation 14	0.22553200934	0.361472924444349
Simulation 8	0.226338737316667	0.362174476304024
Simulation 4	0.2280998183125	0.361627310026759
Simulation 12	0.236026127268571	0.37743517024463
