Simulation	Fifth_Percentile	Avg_H_e
Simulation 12	0.13191557184	0.319729727930577
Simulation 20	0.132314397775	0.335615733125229
Simulation 14	0.1361784398	0.343322111647373
Simulation 8	0.145234407821667	0.3178349003032
Simulation 1	0.1469305856	0.326959071957692
Simulation 16	0.14753449035	0.32157949452008
Simulation 10	0.1525959486	0.346805298110027
Simulation 2	0.153950433702	0.341208511364283
Simulation 9	0.16213886358	0.347750032033291
Simulation 17	0.1624209888	0.344819904347256
Simulation 13	0.162733919956857	0.330577506381394
Simulation 15	0.17410120091925	0.354303469279737
Simulation 5	0.174545781435	0.337340977915457
Simulation 4	0.178040216003571	0.352953146763838
Simulation 7	0.1818343257	0.349144297390245
Simulation 3	0.1878667622	0.345451024550113
Simulation 6	0.190169818333333	0.348002945712977
Simulation 11	0.205927555735714	0.364028012694533
Simulation 19	0.213393648698	0.360313354970922
Simulation 18	0.244042797416	0.377060408238478
