Simulation	Fifth_Percentile	Avg_H_e
Simulation 12	0.1423812636	0.3329005606717
Simulation 3	0.1514073047	0.340450240730874
Simulation 4	0.154658142438857	0.333401302089525
Simulation 20	0.163541047884286	0.347602245671491
Simulation 16	0.1777521976775	0.344687600478878
Simulation 19	0.17786326771	0.363631073654542
Simulation 5	0.17921909054	0.346682599712778
Simulation 11	0.1822904565075	0.360465943775783
Simulation 1	0.184072651089	0.358994152288926
Simulation 18	0.184113821284286	0.347541478163517
Simulation 7	0.185191992004	0.356163781080356
Simulation 2	0.189607933223333	0.352530844589989
Simulation 13	0.20279183754	0.366546785727513
Simulation 10	0.20495635816	0.365882109909578
Simulation 9	0.208081201902857	0.356857954110595
Simulation 17	0.2083874605925	0.362275534521084
Simulation 14	0.20860927324625	0.373238366780488
Simulation 8	0.209697021345	0.362181014251514
Simulation 15	0.214164011102857	0.381318791038518
Simulation 6	0.238002058886667	0.376901324556064
