Simulation	Fifth_Percentile	Avg_H_e
Simulation 7	0.152903464908	0.337966268120944
Simulation 13	0.168660394088333	0.335051386259289
Simulation 6	0.177930765433333	0.344795995365696
Simulation 12	0.180640355093333	0.350774889724319
Simulation 5	0.184324927132	0.357798758625102
Simulation 20	0.193780378643095	0.363715986150135
Simulation 9	0.200909518876731	0.356011424523289
Simulation 4	0.2012066985525	0.34562280635495
Simulation 1	0.203735065837273	0.355863727793445
Simulation 3	0.206078037915455	0.348504587431337
Simulation 8	0.206919881	0.363388435842829
Simulation 10	0.211077607451429	0.370003696156282
Simulation 14	0.2119595	0.352543861396392
Simulation 11	0.213934480478333	0.366220545080603
Simulation 19	0.218798158335	0.35860607920472
Simulation 18	0.219772369571429	0.358343688352376
Simulation 15	0.220365011328	0.363962921653207
Simulation 16	0.223477103424	0.360949926452603
Simulation 2	0.2274950265	0.362467606923623
Simulation 17	0.23994381642	0.3741921295288
