Simulation	Fifth_Percentile	Avg_H_e
Simulation 7	0.11951849441	0.303980149964776
Simulation 5	0.13547100122	0.345271660286542
Simulation 19	0.1426321446	0.324856202758945
Simulation 8	0.147676087779167	0.333017724327911
Simulation 17	0.1504349502	0.333662749862545
Simulation 15	0.15529715595	0.358168303465294
Simulation 3	0.1564458168	0.334652092560814
Simulation 4	0.170321696685714	0.342941190126606
Simulation 11	0.182466638018	0.383649888530125
Simulation 9	0.182797801261667	0.363760798460955
Simulation 12	0.18400046571	0.361678894221373
Simulation 16	0.194181828396	0.373296480527927
Simulation 6	0.195733900506	0.3488073778295
Simulation 1	0.1966938170575	0.363502130308665
Simulation 2	0.200790590058929	0.371281416187401
Simulation 20	0.203930843428571	0.352515139351552
Simulation 14	0.208928827048	0.366170739066868
Simulation 13	0.216586020671429	0.360676040388969
Simulation 18	0.216922774228	0.363660005351244
Simulation 10	0.231103322	0.368082919249516
