Simulation	Fifth_Percentile	Avg_H_e
Simulation 13	0.149540041953333	0.354476611634407
Simulation 17	0.15509143659	0.341539622567445
Simulation 8	0.1714231503	0.349529591874966
Simulation 10	0.18381994876	0.355599836008903
Simulation 3	0.18382848	0.354647016412476
Simulation 18	0.186937129392	0.355261078832676
Simulation 20	0.18948131148	0.351644291816656
Simulation 11	0.191555291	0.348738112479487
Simulation 2	0.194898569013333	0.343635532896925
Simulation 1	0.198051489103571	0.353682843097925
Simulation 12	0.199259234092692	0.361330460426041
Simulation 16	0.203441955591667	0.370532716785633
Simulation 4	0.2037943856905	0.352569500316143
Simulation 5	0.20462702	0.361487216513154
Simulation 19	0.20646878	0.370564701069117
Simulation 14	0.21013502	0.354822911719339
Simulation 6	0.213729892855714	0.359545217873243
Simulation 15	0.219918092	0.367685307342257
Simulation 7	0.2203344218	0.365513630760216
Simulation 9	0.224108508102857	0.364167146988205
