Simulation	Fifth_Percentile	Avg_H_e
Simulation 19	0.126321098655	0.310176272131605
Simulation 7	0.1341283118	0.328915604439328
Simulation 20	0.1341283118	0.339145881121875
Simulation 15	0.141654688885	0.316049084447486
Simulation 14	0.143785187053333	0.336730236014359
Simulation 2	0.14971540822	0.323681270883458
Simulation 6	0.15050919876	0.354461126393743
Simulation 5	0.152652437026667	0.329302382137378
Simulation 12	0.15277098698	0.361514623398269
Simulation 10	0.166558436876667	0.348183383896568
Simulation 3	0.184883072525333	0.350612193578519
Simulation 13	0.187063104	0.364426496105296
Simulation 8	0.187728624	0.355412493803843
Simulation 16	0.19539941304	0.352421369454365
Simulation 11	0.196152059905	0.363396758810673
Simulation 17	0.19997210769	0.352717766587558
Simulation 9	0.20320148596	0.344479394712889
Simulation 1	0.20462702	0.362402183369396
Simulation 4	0.21491533493	0.362832849512672
Simulation 18	0.231394203425	0.368774090449375
