sim_1_selection_model_s08_chr3	12516514
sim_2_selection_model_s08_chr3	53030783
sim_3_selection_model_s08_chr3	39989512
sim_4_selection_model_s08_chr3	72794072
sim_5_selection_model_s08_chr3	36587312
sim_6_selection_model_s08_chr3	59651277
sim_7_selection_model_s08_chr3	37912096
sim_8_selection_model_s08_chr3	24142414
sim_9_selection_model_s08_chr3	49243767
sim_10_selection_model_s08_chr3	53614773
sim_11_selection_model_s08_chr3	88830819
sim_12_selection_model_s08_chr3	74257158
sim_13_selection_model_s08_chr3	25869696
sim_14_selection_model_s08_chr3	28765639
sim_15_selection_model_s08_chr3	87692902
sim_16_selection_model_s08_chr3	27622671
sim_17_selection_model_s08_chr3	31202132
sim_18_selection_model_s08_chr3	36243557
sim_19_selection_model_s08_chr3	54077320
sim_20_selection_model_s08_chr3	8996346
