sim_1_selection_model_s01_chr3	59335339
sim_2_selection_model_s01_chr3	1120446
sim_3_selection_model_s01_chr3	40622626
sim_4_selection_model_s01_chr3	43475785
sim_5_selection_model_s01_chr3	64948166
sim_6_selection_model_s01_chr3	47600722
sim_7_selection_model_s01_chr3	56928487
sim_8_selection_model_s01_chr3	52460882
sim_9_selection_model_s01_chr3	36236645
sim_10_selection_model_s01_chr3	49672276
sim_11_selection_model_s01_chr3	20965975
sim_12_selection_model_s01_chr3	45728710
sim_13_selection_model_s01_chr3	70043920
sim_14_selection_model_s01_chr3	82872821
sim_15_selection_model_s01_chr3	90654925
sim_16_selection_model_s01_chr3	11495551
sim_17_selection_model_s01_chr3	31137096
sim_18_selection_model_s01_chr3	73366706
sim_19_selection_model_s01_chr3	53159376
sim_20_selection_model_s01_chr3	42844840
