sim_1_selection_model_s02_chr3	64227809
sim_2_selection_model_s02_chr3	10161875
sim_3_selection_model_s02_chr3	57614534
sim_4_selection_model_s02_chr3	80206418
sim_5_selection_model_s02_chr3	4553021
sim_6_selection_model_s02_chr3	86336356
sim_7_selection_model_s02_chr3	68422975
sim_8_selection_model_s02_chr3	22920479
sim_9_selection_model_s02_chr3	49131434
sim_10_selection_model_s02_chr3	61824250
sim_11_selection_model_s02_chr3	43393648
sim_12_selection_model_s02_chr3	33407681
sim_13_selection_model_s02_chr3	37252047
sim_14_selection_model_s02_chr3	37862604
sim_15_selection_model_s02_chr3	86995207
sim_16_selection_model_s02_chr3	4684363
sim_17_selection_model_s02_chr3	66115900
sim_18_selection_model_s02_chr3	78939589
sim_19_selection_model_s02_chr3	36009673
sim_20_selection_model_s02_chr3	42901840
