sim_1_selection_model_s06_chr3	50220213
sim_2_selection_model_s06_chr3	3247416
sim_3_selection_model_s06_chr3	24148725
sim_4_selection_model_s06_chr3	80731408
sim_5_selection_model_s06_chr3	83800228
sim_6_selection_model_s06_chr3	36119621
sim_7_selection_model_s06_chr3	19110189
sim_8_selection_model_s06_chr3	29925439
sim_9_selection_model_s06_chr3	83756780
sim_10_selection_model_s06_chr3	24064529
sim_11_selection_model_s06_chr3	80690950
sim_12_selection_model_s06_chr3	67620575
sim_13_selection_model_s06_chr3	16065446
sim_14_selection_model_s06_chr3	12251167
sim_15_selection_model_s06_chr3	20065364
sim_16_selection_model_s06_chr3	70123273
sim_17_selection_model_s06_chr3	60521018
sim_18_selection_model_s06_chr3	49836513
sim_19_selection_model_s06_chr3	23059997
sim_20_selection_model_s06_chr3	52615401
