Sim_name	Avg_He
sim_1_selection_model_s03_chr3	0.0798615056533333
sim_2_selection_model_s03_chr3	0.0408881835114286
sim_3_selection_model_s03_chr3	0.0660478502
sim_4_selection_model_s03_chr3	0.369093243135536
sim_5_selection_model_s03_chr3	0.355963018927976
sim_6_selection_model_s03_chr3	0.0240242688
sim_7_selection_model_s03_chr3	0.360337276127564
sim_8_selection_model_s03_chr3	0.0876644419
sim_9_selection_model_s03_chr3	0.0480966898604396
sim_10_selection_model_s03_chr3	0.0292783608
sim_11_selection_model_s03_chr3	0.147235391415909
sim_12_selection_model_s03_chr3	0.481770973944041
sim_13_selection_model_s03_chr3	0.0886556647
sim_14_selection_model_s03_chr3	0.0636334076409921
sim_15_selection_model_s03_chr3	NA
sim_16_selection_model_s03_chr3	NA
sim_17_selection_model_s03_chr3	0.419916357005303
sim_18_selection_model_s03_chr3	0.08359640028
sim_19_selection_model_s03_chr3	0.0559968522
sim_20_selection_model_s03_chr3	0.07964380605
