Sim_name	Avg_He
sim_1_selection_model_s04_chr3	0.373162149436667
sim_2_selection_model_s04_chr3	0.0625587292372789
sim_3_selection_model_s04_chr3	0.384133044534848
sim_4_selection_model_s04_chr3	0.334640994200291
sim_5_selection_model_s04_chr3	0.364377083061993
sim_6_selection_model_s04_chr3	0.07257507552
sim_7_selection_model_s04_chr3	0.0506473114
sim_8_selection_model_s04_chr3	0.0630975303
sim_9_selection_model_s04_chr3	0.385820008367695
sim_10_selection_model_s04_chr3	0.0574291658
sim_11_selection_model_s04_chr3	0.0808431882173469
sim_12_selection_model_s04_chr3	NA
sim_13_selection_model_s04_chr3	0.371038008005638
sim_14_selection_model_s04_chr3	0.297670139454762
sim_15_selection_model_s04_chr3	0.0365613327786667
sim_16_selection_model_s04_chr3	0.367944648381834
sim_17_selection_model_s04_chr3	0.0862670454
sim_18_selection_model_s04_chr3	0.414496024076479
sim_19_selection_model_s04_chr3	0.076100095506746
sim_20_selection_model_s04_chr3	0.26620878
