Sim_name	Avg_He
sim_1_selection_model_s06_chr3	0.09724375
sim_2_selection_model_s06_chr3	0.2653875
sim_3_selection_model_s06_chr3	0.0994875
sim_4_selection_model_s06_chr3	0.1513875
sim_5_selection_model_s06_chr3	0.2514875
sim_6_selection_model_s06_chr3	0.124996990740741
sim_7_selection_model_s06_chr3	0.095
sim_8_selection_model_s06_chr3	0.30629
sim_9_selection_model_s06_chr3	0.13181875
sim_10_selection_model_s06_chr3	0.313227844202899
sim_11_selection_model_s06_chr3	0.4559625
sim_12_selection_model_s06_chr3	0.1918875
sim_13_selection_model_s06_chr3	NA
sim_14_selection_model_s06_chr3	NA
sim_15_selection_model_s06_chr3	NA
sim_16_selection_model_s06_chr3	0.095
sim_17_selection_model_s06_chr3	0.3964875
sim_18_selection_model_s06_chr3	NA
sim_19_selection_model_s06_chr3	0.119429166666667
sim_20_selection_model_s06_chr3	0.095
