Sim_name	Avg_He
sim_1_selection_model_s05_chr3	0.230364057539683
sim_2_selection_model_s05_chr3	NA
sim_3_selection_model_s05_chr3	0.095
sim_4_selection_model_s05_chr3	0.409036535326087
sim_5_selection_model_s05_chr3	0.1429875
sim_6_selection_model_s05_chr3	NA
sim_7_selection_model_s05_chr3	0.13198
sim_8_selection_model_s05_chr3	0.196468024565234
sim_9_selection_model_s05_chr3	0.3078
sim_10_selection_model_s05_chr3	0.146407777777778
sim_11_selection_model_s05_chr3	NA
sim_12_selection_model_s05_chr3	0.095
sim_13_selection_model_s05_chr3	0.359316050685426
sim_14_selection_model_s05_chr3	NA
sim_15_selection_model_s05_chr3	0.142838888888889
sim_16_selection_model_s05_chr3	NA
sim_17_selection_model_s05_chr3	NA
sim_18_selection_model_s05_chr3	0.130521875
sim_19_selection_model_s05_chr3	0.1128
sim_20_selection_model_s05_chr3	0.171084375
