CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	30300001	382	0.898824	300	[30300001,30600000]
3	30600001	385	0.905882	300	[30600001,30900000]
3	31300001	381	0.896471	100	[31300001,31400000]
3	31400001	402	0.945882	100	[31400001,31500000]
3	31500001	398	0.936471	200	[31500001,31700000]
3	30600000	382	0.898824	300	[30300001,30600000]
3	30900000	385	0.905882	300	[30600001,30900000]
3	31400000	381	0.896471	100	[31300001,31400000]
3	31500000	402	0.945882	100	[31400001,31500000]
3	31700000	398	0.936471	200	[31500001,31700000]
