CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	27900001	335	0.788235	100	[27900001,28000000]
3	28000001	365	0.858824	200	[28000001,28200000]
3	28200001	350	0.823529	100	[28200001,28300000]
3	28300001	343	0.807059	200	[28300001,28500000]
3	28500001	336	0.790588	200	[28500001,28700000]
3	28700001	338	0.795294	200	[28700001,28900000]
3	28000000	335	0.788235	100	[27900001,28000000]
3	28200000	365	0.858824	200	[28000001,28200000]
3	28300000	350	0.823529	100	[28200001,28300000]
3	28500000	343	0.807059	200	[28300001,28500000]
3	28700000	336	0.790588	200	[28500001,28700000]
3	28900000	338	0.795294	200	[28700001,28900000]
