CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	54900001	365	0.858824	100	[54900001,55000000]
3	61700001	364	0.856471	100	[61700001,61800000]
3	61800001	376	0.884706	200	[61800001,62000000]
3	62000001	375	0.882353	100	[62000001,62100000]
3	62100001	376	0.884706	100	[62100001,62200000]
3	62200001	375	0.882353	100	[62200001,62300000]
3	65200001	371	0.872941	200	[65200001,65400000]
3	65400001	370	0.870588	100	[65400001,65500000]
3	55000000	365	0.858824	100	[54900001,55000000]
3	61800000	364	0.856471	100	[61700001,61800000]
3	62000000	376	0.884706	200	[61800001,62000000]
3	62100000	375	0.882353	100	[62000001,62100000]
3	62200000	376	0.884706	100	[62100001,62200000]
3	62300000	375	0.882353	100	[62200001,62300000]
3	65400000	371	0.872941	200	[65200001,65400000]
3	65500000	370	0.870588	100	[65400001,65500000]
