sim_1_selection_model_s01_chr3	28
sim_2_selection_model_s01_chr3	30
sim_3_selection_model_s01_chr3	57
sim_4_selection_model_s01_chr3	650
sim_5_selection_model_s01_chr3	14
sim_6_selection_model_s01_chr3	87
sim_7_selection_model_s01_chr3	267
sim_8_selection_model_s01_chr3	640
sim_9_selection_model_s01_chr3	154
sim_10_selection_model_s01_chr3	92
sim_11_selection_model_s01_chr3	344
sim_12_selection_model_s01_chr3	316
sim_13_selection_model_s01_chr3	210
sim_14_selection_model_s01_chr3	139
sim_15_selection_model_s01_chr3	11
sim_16_selection_model_s01_chr3	360
sim_17_selection_model_s01_chr3	707
sim_18_selection_model_s01_chr3	155
sim_19_selection_model_s01_chr3	878
sim_20_selection_model_s01_chr3	471
