Simulation	Fifth_Percentile	Avg_H_e
Simulation 10	0	0.182334421663024
Simulation 17	0	0.167709322543658
Simulation 15	0.00562313279202051	0.18472861525118
Simulation 7	0.015245169730101	0.207348439977921
Simulation 8	0.01588745411208	0.198033991805366
Simulation 13	0.0173910164276923	0.205589620490627
Simulation 12	0.02014747487	0.193623429219836
Simulation 2	0.0202902729109091	0.195445796420448
Simulation 19	0.0204581757634286	0.223320074522463
Simulation 6	0.0232540591802273	0.198655005145672
Simulation 11	0.030217582395	0.204462301180964
Simulation 20	0.03524052405945	0.211771709497682
Simulation 1	0.0355698735475	0.215812547428088
Simulation 5	0.0510896471333333	0.216800474632019
Simulation 18	0.0544372443214286	0.223647326310188
Simulation 4	0.0614026322142857	0.234410351226162
Simulation 9	0.06425913888	0.225449405331405
Simulation 16	0.0688958995412912	0.227193880765369
Simulation 14	0.0695756945314286	0.232875788189032
Simulation 3	0.084052122944	0.24046963581829
