Simulation	Fifth_Percentile	Avg_H_e
Simulation 1	0	0.183952061298235
Simulation 3	0	0.198684702125155
Simulation 4	0	0.173233385371511
Simulation 5	0	0.20111555791895
Simulation 7	0	0.184034855783939
Simulation 8	0	0.176264412353961
Simulation 9	0	0.21465182078326
Simulation 14	0.00414991966280001	0.196285276998735
Simulation 10	0.00898739009515151	0.187475471215959
Simulation 2	0.0148062488624242	0.192033647779087
Simulation 20	0.0229687810375	0.200100421802846
Simulation 6	0.0280687092	0.204199314196833
Simulation 19	0.0297891996255	0.197026627242618
Simulation 13	0.0398165556416	0.211596295070834
Simulation 15	0.0472062595587692	0.215226363247608
Simulation 16	0.0517377005846154	0.228557024638435
Simulation 11	0.0541353437333333	0.226278039799039
Simulation 17	0.0612519194266667	0.223329082503684
Simulation 18	0.06414062212875	0.223754141100417
Simulation 12	0.07675439924	0.235341546591157
