#IID	F_ROH	ROH_length_kB	KBAVG
8101	0.05884	5440.16	5440.16
8102	0.51831	47919.9	6845.7
8103	0.16196	14974.4	2495.74
8104	0.32264	29829.9	3314.44
8105	0.10795	9980.71	2495.18
8106	0.21600	19970.6	4992.64
8107	0.04782	4421.36	1473.79
8108	0.25498	23574.2	5893.55
8109	0.14106	13041.4	6520.68
8110	0.15810	14617.1	2923.42
8111	0.14220	13147	1878.14
8112	0.09944	9193.99	2298.5
8113	0.10245	9472.22	2368.06
8114	0.23892	22089.2	3681.53
8115	0.25371	23456.7	5864.18
8116	0.05597	5174.32	1724.77
8117	0.11786	10896.6	2179.31
8118	0.42720	39496.8	5642.4
8119	0.21534	19909.5	3981.9
8120	0.34418	31821.2	4545.88
8121	0.18166	16795.3	3359.07
8122	0.29101	26905.5	6726.38
8123	0.28538	26384.8	4397.46
8124	0.08279	7654.14	3827.07
8125	0.17104	15813.1	1757.02
8126	0.21127	19533	3906.59
8127	0.12936	11960	2391.99
8128	0.08107	7495.17	2498.39
8129	0.21518	19894.8	2842.12
8130	0.20655	19096.8	3182.8
8131	0.15982	14776.1	3694.02
8132	0.12680	11723.6	2930.9
8133	0.14394	13307.9	3326.97
8134	0.23169	21420.5	3060.07
8135	0.05950	5500.83	2750.42
8136	0.09138	8448.71	2816.24
8137	0.21150	19554.4	3259.06
8138	0.08982	8304.33	2076.08
8139	0.10181	9412.4	2353.1
8140	0.11137	10296.5	2574.12
8141	0.17102	15811.7	1976.46
8142	0.22778	21059.5	7019.84
8143	0.18791	17372.9	2895.49
8144	0.12140	11223.7	2244.74
8145	0.09618	8892.59	2223.15
8146	0.09912	9163.95	2290.99
8147	0.20456	18912.2	3782.43
8148	0.12596	11645.6	2329.12
8149	0.11933	11032.4	2206.48
8150	0.16538	15290.5	2184.36
8151	0.08282	7656.75	2552.25
8152	0.06804	6290.4	1572.6
8153	0.23890	22087.5	2760.94
8154	0.14999	13867.1	4622.37
8155	0.19184	17736.4	3547.29
8156	0.17381	16069.4	2678.23
8157	0.12033	11124.8	1854.13
8158	0.09609	8883.62	2961.21
8159	0.31170	28818.1	4803.01
8160	0.07299	6748.51	2249.5
8161	0.14532	13435.5	3358.87
8162	0.33574	31040.9	3880.11
8163	0.14888	13764.7	2294.12
8164	0.07079	6544.73	1308.95
8165	0.08809	8144.76	2714.92
8166	0.12303	11375	2843.76
8167	0.10581	9782.99	1956.6
8168	0.18843	17420.9	2903.49
8169	0.08965	8288.58	2072.14
8170	0.00000	0	0
8171	0.19788	18295.4	3049.23
8172	0.13002	12021.2	1717.32
8173	0.17059	15771.6	2628.6
8174	0.07685	7105.26	1776.32
8175	0.14718	13607.7	2721.53
8176	0.04460	4123.74	4123.74
8177	0.16715	15453.7	3090.74
8178	0.15230	14080.8	2011.54
8179	0.08258	7635.15	1527.03
8180	0.06819	6304.26	2101.42
8181	0.08290	7664.42	3832.21
8182	0.19303	17846.4	2974.41
8183	0.18628	17222.5	3444.5
8184	0.17136	15843.1	3960.78
8185	0.22968	21234.8	3033.54
8186	0.14071	13009.2	2168.2
8187	0.14017	12959	2159.84
8188	0.26877	24849.2	3549.88
8189	0.13382	12372.6	4124.19
8190	0.00000	0	0
8191	0.21700	20062.3	3343.71
8192	0.11313	10459.4	2091.88
8193	0.32902	30419.5	3379.94
8194	0.21689	20052.8	6684.26
8195	0.07411	6851.87	2283.96
8196	0.18195	16822	2803.67
8197	0.15961	14756.6	2951.32
8198	0.18627	17221.4	3444.28
8199	0.19933	18428.8	3685.77
8200	0.08239	7617.49	2539.16
8201	0.15377	14216.6	2369.43
8202	0.22511	20812.4	2601.55
8203	0.19294	17838.5	1982.05
8204	0.11305	10452.4	2613.11
8205	0.06656	6154.12	2051.37
8206	0.05796	5358.24	2679.12
8207	0.20036	18524.4	3087.4
8208	0.28323	26185.6	8728.52
8209	0.10740	9929.74	2482.44
8210	0.27712	25620.7	2846.75
8211	0.25140	23243	5810.76
8212	0.00000	0	0
8213	0.10137	9372.27	1874.45
8214	0.07860	7267.21	2422.4
8215	0.04200	3882.79	1941.39
8216	0.27250	25193.5	3149.18
8217	0.04741	4383.5	2191.75
8218	0.28240	26109	5221.81
8219	0.30415	28120.4	3124.49
8220	0.24794	22923.6	3274.8
8221	0.14254	13178.7	2196.45
8222	0.12632	11678.9	3892.96
8223	0.02853	2637.48	1318.74
8224	0.38219	35335.7	8833.93
8225	0.12670	11713.6	2928.4
8226	0.15328	14171.8	4723.94
8227	0.15279	14126.4	2825.28
8228	0.15368	14208.9	4736.31
8229	0.20839	19266.9	3853.37
8230	0.06494	6003.99	6003.99
8231	0.15544	14370.9	2874.18
8232	0.10600	9800.41	1960.08
8233	0.15770	14580.4	3645.11
8234	0.05193	4801.31	2400.65
8235	0.10543	9747.64	3249.21
8236	0.17771	16430.6	2738.43
8237	0.09989	9234.91	2308.73
8238	0.11172	10329	2065.8
8239	0.26928	24896	8298.68
8240	0.09370	8663.22	2887.74
8241	0.06992	6464.13	2154.71
8242	0.03888	3594.92	1797.46
8243	0.18490	17095.2	3419.05
8244	0.09215	8519.78	1703.96
8245	0.09489	8772.95	1754.59
8246	0.16034	14824.4	2964.88
8247	0.15926	14724.1	3681.04
8248	0.17256	15953.9	3190.78
8249	0.14760	13646.5	2729.3
8250	0.18411	17021.9	5673.98
8251	0.06141	5677.53	2838.77
8252	0.08732	8073.57	1614.71
8253	0.28444	26297.9	3287.24
8254	0.12277	11351	3783.67
8255	0.09569	8846.72	1769.34
8256	0.13167	12173.5	2028.92
8257	0.03377	3121.99	1561
8258	0.04188	3871.66	1935.83
8259	0.08844	8176.65	2725.55
8260	0.17923	16570.3	3314.07
8261	0.04237	3917.7	1958.85
8262	0.13229	12230.8	2446.16
8263	0.10577	9778.61	2444.65
8264	0.13978	12923	2153.83
8265	0.30235	27954.2	13977.1
8266	0.09351	8645.2	2161.3
8267	0.12594	11643.8	2328.76
8268	0.18507	17110.8	1901.2
8269	0.03126	2890.47	1445.24
8270	0.22991	21256	4251.2
8271	0.05915	5468.37	2734.19
8272	0.13734	12697.3	4232.44
8273	0.17566	16241	2706.83
8274	0.23049	21310.3	3044.33
8275	0.13534	12513.3	2502.66
8276	0.20596	19042	4760.5
8277	0.18828	17407.1	4351.76
8278	0.06918	6396.01	2132
8279	0.21811	20165.3	3360.88
8280	0.27018	24979.8	2775.54
8281	0.13365	12356.5	6178.23
8282	0.12140	11224.1	3741.35
8283	0.19680	18195	4548.75
8284	0.13585	12559.7	2093.29
8285	0.09295	8593.84	1718.77
8286	0.10214	9443.44	3147.81
8287	0.09054	8371.25	2790.42
8288	0.17809	16465.4	4116.36
8289	0.16056	14844.7	2968.94
8290	0.21744	20103.1	3350.51
8291	0.09626	8899.46	1483.24
8292	0.09988	9234.24	4617.12
8293	0.04239	3919.53	1959.77
8294	0.15866	14668.7	2933.75
8295	0.17483	16163.6	2693.93
8296	0.19538	18064	6021.33
8297	0.13766	12727.5	2545.5
8298	0.12110	11196.5	2799.13
8299	0.08089	7478.54	1869.63
8300	0.13039	12055.1	2009.19
