Sim_name	Avg_He
sim_1_selection_model_s05_chr3	0.4136
sim_2_selection_model_s05_chr3	0.095
sim_3_selection_model_s05_chr3	0.10835
sim_4_selection_model_s05_chr3	NA
sim_5_selection_model_s05_chr3	NA
sim_6_selection_model_s05_chr3	0.1819
sim_7_selection_model_s05_chr3	NA
sim_8_selection_model_s05_chr3	NA
sim_9_selection_model_s05_chr3	NA
sim_10_selection_model_s05_chr3	NA
sim_11_selection_model_s05_chr3	0.2952
sim_12_selection_model_s05_chr3	0.18
sim_13_selection_model_s05_chr3	0.1126
sim_14_selection_model_s05_chr3	NA
sim_15_selection_model_s05_chr3	0.11625
sim_16_selection_model_s05_chr3	NA
sim_17_selection_model_s05_chr3	0.25323
sim_18_selection_model_s05_chr3	0.1638
sim_19_selection_model_s05_chr3	0.1464
sim_20_selection_model_s05_chr3	0.1958
