Sim_name	Avg_He
sim_1_selection_model_s03_chr3	0.2027
sim_2_selection_model_s03_chr3	0.4712
sim_3_selection_model_s03_chr3	0.2966
sim_4_selection_model_s03_chr3	NA
sim_5_selection_model_s03_chr3	0.1302
sim_6_selection_model_s03_chr3	0.095
sim_7_selection_model_s03_chr3	0.306333333333333
sim_8_selection_model_s03_chr3	NA
sim_9_selection_model_s03_chr3	0.3318
sim_10_selection_model_s03_chr3	NA
sim_11_selection_model_s03_chr3	0.09945
sim_12_selection_model_s03_chr3	0.1224
sim_13_selection_model_s03_chr3	NA
sim_14_selection_model_s03_chr3	0.1749
sim_15_selection_model_s03_chr3	0.356794545454545
sim_16_selection_model_s03_chr3	0.287133333333333
sim_17_selection_model_s03_chr3	0.1887
sim_18_selection_model_s03_chr3	0.284213333333333
sim_19_selection_model_s03_chr3	NA
sim_20_selection_model_s03_chr3	0.2112
