CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
1	15500001	23	0.46	400	[15500001,15900000]
1	15900001	22	0.44	700	[15900001,16600000]
1	16900001	22	0.44	1000	[16900001,17900000]
1	22400001	23	0.46	500	[22400001,22900000]
1	23800001	22	0.44	100	[23800001,23900000]
1	24100001	23	0.46	200	[24100001,24300000]
1	39600001	22	0.44	100	[39600001,39700000]
1	39700001	23	0.46	400	[39700001,40100000]
1	40100001	25	0.5	100	[40100001,40200000]
1	40200001	27	0.54	500	[40200001,40700000]
1	40700001	26	0.52	400	[40700001,41100000]
1	41100001	27	0.54	200	[41100001,41300000]
1	41300001	28	0.56	1700	[41300001,43000000]
1	43000001	27	0.54	800	[43000001,43800000]
1	43800001	26	0.52	1000	[43800001,44800000]
1	44800001	27	0.54	300	[44800001,45100000]
1	45100001	30	0.6	200	[45100001,45300000]
1	48600001	22	0.44	800	[48600001,49400000]
1	50000001	22	0.44	400	[50000001,50400000]
1	50500001	23	0.46	1600	[50500001,52100000]
1	52100001	22	0.44	600	[52100001,52700000]
1	54800001	24	0.48	200	[54800001,55000000]
1	62800001	23	0.46	2600	[62800001,65400000]
1	65400001	22	0.44	500	[65400001,65900000]
1	65900001	29	0.58	100	[65900001,66000000]
1	66000001	23	0.46	200	[66000001,66200000]
1	66200001	27	0.54	900	[66200001,67100000]
1	67100001	26	0.52	1500	[67100001,68600000]
1	68600001	24	0.48	700	[68600001,69300000]
1	69300001	26	0.52	200	[69300001,69500000]
1	84100001	24	0.48	400	[84100001,84500000]
1	84500001	23	0.46	300	[84500001,84800000]
1	84800001	25	0.5	500	[84800001,85300000]
1	85300001	22	0.44	600	[85300001,85900000]
1	85900001	24	0.48	700	[85900001,86600000]
1	86600001	25	0.5	200	[86600001,86800000]
1	86800001	27	0.54	1500	[86800001,88300000]
1	88300001	29	0.58	500	[88300001,88800000]
1	88800001	27	0.54	600	[88800001,89400000]
1	89400001	30	0.6	200	[89400001,89600000]
1	89600001	29	0.58	200	[89600001,89800000]
1	89800001	28	0.56	300	[89800001,90100000]
1	90100001	23	0.46	1000	[90100001,91100000]
1	91100001	24	0.48	300	[91100001,91400000]
1	91400001	23	0.46	800	[91400001,92200000]
1	15900000	23	0.46	400	[15500001,15900000]
1	16600000	22	0.44	700	[15900001,16600000]
1	17900000	22	0.44	1000	[16900001,17900000]
1	22900000	23	0.46	500	[22400001,22900000]
1	23900000	22	0.44	100	[23800001,23900000]
1	24300000	23	0.46	200	[24100001,24300000]
1	39700000	22	0.44	100	[39600001,39700000]
1	40100000	23	0.46	400	[39700001,40100000]
1	40200000	25	0.5	100	[40100001,40200000]
1	40700000	27	0.54	500	[40200001,40700000]
1	41100000	26	0.52	400	[40700001,41100000]
1	41300000	27	0.54	200	[41100001,41300000]
1	43000000	28	0.56	1700	[41300001,43000000]
1	43800000	27	0.54	800	[43000001,43800000]
1	44800000	26	0.52	1000	[43800001,44800000]
1	45100000	27	0.54	300	[44800001,45100000]
1	45300000	30	0.6	200	[45100001,45300000]
1	49400000	22	0.44	800	[48600001,49400000]
1	50400000	22	0.44	400	[50000001,50400000]
1	52100000	23	0.46	1600	[50500001,52100000]
1	52700000	22	0.44	600	[52100001,52700000]
1	55000000	24	0.48	200	[54800001,55000000]
1	65400000	23	0.46	2600	[62800001,65400000]
1	65900000	22	0.44	500	[65400001,65900000]
1	66000000	29	0.58	100	[65900001,66000000]
1	66200000	23	0.46	200	[66000001,66200000]
1	67100000	27	0.54	900	[66200001,67100000]
1	68600000	26	0.52	1500	[67100001,68600000]
1	69300000	24	0.48	700	[68600001,69300000]
1	69500000	26	0.52	200	[69300001,69500000]
1	84500000	24	0.48	400	[84100001,84500000]
1	84800000	23	0.46	300	[84500001,84800000]
1	85300000	25	0.5	500	[84800001,85300000]
1	85900000	22	0.44	600	[85300001,85900000]
1	86600000	24	0.48	700	[85900001,86600000]
1	86800000	25	0.5	200	[86600001,86800000]
1	88300000	27	0.54	1500	[86800001,88300000]
1	88800000	29	0.58	500	[88300001,88800000]
1	89400000	27	0.54	600	[88800001,89400000]
1	89600000	30	0.6	200	[89400001,89600000]
1	89800000	29	0.58	200	[89600001,89800000]
1	90100000	28	0.56	300	[89800001,90100000]
1	91100000	23	0.46	1000	[90100001,91100000]
1	91400000	24	0.48	300	[91100001,91400000]
1	92200000	23	0.46	800	[91400001,92200000]
