CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
1	20600001	19	0.38	300	[20600001,20900000]
1	23900001	19	0.38	1000	[23900001,24900000]
1	24900001	20	0.4	500	[24900001,25400000]
1	25400001	21	0.42	400	[25400001,25800000]
1	25900001	21	0.42	1100	[25900001,27000000]
1	27000001	20	0.4	800	[27000001,27800000]
1	27800001	19	0.38	1600	[27800001,29400000]
1	31500001	19	0.38	500	[31500001,32000000]
1	32000001	20	0.4	1000	[32000001,33000000]
1	33000001	22	0.44	1300	[33000001,34300000]
1	34300001	21	0.42	200	[34300001,34500000]
1	43300001	19	0.38	200	[43300001,43500000]
1	43800001	19	0.38	1800	[43800001,45600000]
1	45600001	20	0.4	200	[45600001,45800000]
1	46000001	19	0.38	400	[46000001,46400000]
1	60000001	20	0.4	100	[60000001,60100000]
1	60100001	27	0.54	400	[60100001,60500000]
1	60500001	30	0.6	700	[60500001,61200000]
1	61200001	26	0.52	600	[61200001,61800000]
1	61800001	25	0.5	1100	[61800001,62900000]
1	62900001	21	0.42	500	[62900001,63400000]
1	66700001	23	0.46	300	[66700001,67000000]
1	67000001	21	0.42	100	[67000001,67100000]
1	67100001	20	0.4	500	[67100001,67600000]
1	67600001	27	0.54	200	[67600001,67800000]
1	67800001	28	0.56	2200	[67800001,70000000]
1	70000001	29	0.58	100	[70000001,70100000]
1	70100001	30	0.6	800	[70100001,70900000]
1	70900001	33	0.66	100	[70900001,71000000]
1	71000001	36	0.72	300	[71000001,71300000]
1	71300001	33	0.66	200	[71300001,71500000]
1	71500001	26	0.52	500	[71500001,72000000]
1	72000001	27	0.54	100	[72000001,72100000]
1	72100001	29	0.58	400	[72100001,72500000]
1	72500001	26	0.52	200	[72500001,72700000]
1	72700001	25	0.5	400	[72700001,73100000]
1	73100001	24	0.48	400	[73100001,73500000]
1	73500001	26	0.52	600	[73500001,74100000]
1	74100001	19	0.38	100	[74100001,74200000]
1	74200001	21	0.42	600	[74200001,74800000]
1	74800001	22	0.44	1700	[74800001,76500000]
1	76500001	25	0.5	800	[76500001,77300000]
1	77300001	24	0.48	200	[77300001,77500000]
1	77500001	27	0.54	100	[77500001,77600000]
1	20900000	19	0.38	300	[20600001,20900000]
1	24900000	19	0.38	1000	[23900001,24900000]
1	25400000	20	0.4	500	[24900001,25400000]
1	25800000	21	0.42	400	[25400001,25800000]
1	27000000	21	0.42	1100	[25900001,27000000]
1	27800000	20	0.4	800	[27000001,27800000]
1	29400000	19	0.38	1600	[27800001,29400000]
1	32000000	19	0.38	500	[31500001,32000000]
1	33000000	20	0.4	1000	[32000001,33000000]
1	34300000	22	0.44	1300	[33000001,34300000]
1	34500000	21	0.42	200	[34300001,34500000]
1	43500000	19	0.38	200	[43300001,43500000]
1	45600000	19	0.38	1800	[43800001,45600000]
1	45800000	20	0.4	200	[45600001,45800000]
1	46400000	19	0.38	400	[46000001,46400000]
1	60100000	20	0.4	100	[60000001,60100000]
1	60500000	27	0.54	400	[60100001,60500000]
1	61200000	30	0.6	700	[60500001,61200000]
1	61800000	26	0.52	600	[61200001,61800000]
1	62900000	25	0.5	1100	[61800001,62900000]
1	63400000	21	0.42	500	[62900001,63400000]
1	67000000	23	0.46	300	[66700001,67000000]
1	67100000	21	0.42	100	[67000001,67100000]
1	67600000	20	0.4	500	[67100001,67600000]
1	67800000	27	0.54	200	[67600001,67800000]
1	70000000	28	0.56	2200	[67800001,70000000]
1	70100000	29	0.58	100	[70000001,70100000]
1	70900000	30	0.6	800	[70100001,70900000]
1	71000000	33	0.66	100	[70900001,71000000]
1	71300000	36	0.72	300	[71000001,71300000]
1	71500000	33	0.66	200	[71300001,71500000]
1	72000000	26	0.52	500	[71500001,72000000]
1	72100000	27	0.54	100	[72000001,72100000]
1	72500000	29	0.58	400	[72100001,72500000]
1	72700000	26	0.52	200	[72500001,72700000]
1	73100000	25	0.5	400	[72700001,73100000]
1	73500000	24	0.48	400	[73100001,73500000]
1	74100000	26	0.52	600	[73500001,74100000]
1	74200000	19	0.38	100	[74100001,74200000]
1	74800000	21	0.42	600	[74200001,74800000]
1	76500000	22	0.44	1700	[74800001,76500000]
1	77300000	25	0.5	800	[76500001,77300000]
1	77500000	24	0.48	200	[77300001,77500000]
1	77600000	27	0.54	100	[77500001,77600000]
