CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
1	32300001	20	0.4	200	[32300001,32500000]
1	32800001	21	0.42	1400	[32800001,34200000]
1	34200001	22	0.44	1400	[34200001,35600000]
1	35600001	21	0.42	200	[35600001,35800000]
1	41900001	24	0.48	300	[41900001,42200000]
1	42200001	20	0.4	2000	[42200001,44200000]
1	44200001	22	0.44	500	[44200001,44700000]
1	44700001	23	0.46	100	[44700001,44800000]
1	44800001	22	0.44	500	[44800001,45300000]
1	45600001	22	0.44	400	[45600001,46000000]
1	46000001	20	0.4	400	[46000001,46400000]
1	46400001	21	0.42	200	[46400001,46600000]
1	46600001	24	0.48	2800	[46600001,49400000]
1	56000001	20	0.4	900	[56000001,56900000]
1	57800001	20	0.4	100	[57800001,57900000]
1	57900001	25	0.5	600	[57900001,58500000]
1	58500001	24	0.48	100	[58500001,58600000]
1	58600001	25	0.5	100	[58600001,58700000]
1	58700001	20	0.4	100	[58700001,58800000]
1	58900001	24	0.48	1400	[58900001,60300000]
1	60300001	20	0.4	1200	[60300001,61500000]
1	70100001	20	0.4	600	[70100001,70700000]
1	76300001	20	0.4	100	[76300001,76400000]
1	77500001	20	0.4	1300	[77500001,78800000]
1	78800001	21	0.42	200	[78800001,79000000]
1	79000001	22	0.44	100	[79000001,79100000]
1	79100001	23	0.46	500	[79100001,79600000]
1	79600001	22	0.44	200	[79600001,79800000]
1	79800001	20	0.4	1000	[79800001,80800000]
1	81600001	20	0.4	100	[81600001,81700000]
1	81700001	21	0.42	700	[81700001,82400000]
1	89200001	31	0.62	200	[89200001,89400000]
1	89400001	34	0.68	900	[89400001,90300000]
1	90300001	32	0.64	2600	[90300001,92900000]
1	92900001	28	0.56	900	[92900001,93800000]
1	32500000	20	0.4	200	[32300001,32500000]
1	34200000	21	0.42	1400	[32800001,34200000]
1	35600000	22	0.44	1400	[34200001,35600000]
1	35800000	21	0.42	200	[35600001,35800000]
1	42200000	24	0.48	300	[41900001,42200000]
1	44200000	20	0.4	2000	[42200001,44200000]
1	44700000	22	0.44	500	[44200001,44700000]
1	44800000	23	0.46	100	[44700001,44800000]
1	45300000	22	0.44	500	[44800001,45300000]
1	46000000	22	0.44	400	[45600001,46000000]
1	46400000	20	0.4	400	[46000001,46400000]
1	46600000	21	0.42	200	[46400001,46600000]
1	49400000	24	0.48	2800	[46600001,49400000]
1	56900000	20	0.4	900	[56000001,56900000]
1	57900000	20	0.4	100	[57800001,57900000]
1	58500000	25	0.5	600	[57900001,58500000]
1	58600000	24	0.48	100	[58500001,58600000]
1	58700000	25	0.5	100	[58600001,58700000]
1	58800000	20	0.4	100	[58700001,58800000]
1	60300000	24	0.48	1400	[58900001,60300000]
1	61500000	20	0.4	1200	[60300001,61500000]
1	70700000	20	0.4	600	[70100001,70700000]
1	76400000	20	0.4	100	[76300001,76400000]
1	78800000	20	0.4	1300	[77500001,78800000]
1	79000000	21	0.42	200	[78800001,79000000]
1	79100000	22	0.44	100	[79000001,79100000]
1	79600000	23	0.46	500	[79100001,79600000]
1	79800000	22	0.44	200	[79600001,79800000]
1	80800000	20	0.4	1000	[79800001,80800000]
1	81700000	20	0.4	100	[81600001,81700000]
1	82400000	21	0.42	700	[81700001,82400000]
1	89400000	31	0.62	200	[89200001,89400000]
1	90300000	34	0.68	900	[89400001,90300000]
1	92900000	32	0.64	2600	[90300001,92900000]
1	93800000	28	0.56	900	[92900001,93800000]
