CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
1	5000001	21	0.42	800	[5000001,5800000]
1	5800001	20	0.4	400	[5800001,6200000]
1	6200001	19	0.38	1100	[6200001,7300000]
1	7300001	18	0.36	300	[7300001,7600000]
1	20100001	18	0.36	2300	[20100001,22400000]
1	40600001	20	0.4	100	[40600001,40700000]
1	40700001	21	0.42	100	[40700001,40800000]
1	40800001	20	0.4	600	[40800001,41400000]
1	41400001	19	0.38	2100	[41400001,43500000]
1	43500001	18	0.36	500	[43500001,44000000]
1	44000001	20	0.4	300	[44000001,44300000]
1	45200001	18	0.36	100	[45200001,45300000]
1	45300001	20	0.4	200	[45300001,45500000]
1	47800001	19	0.38	300	[47800001,48100000]
1	48700001	18	0.36	1100	[48700001,49800000]
1	49800001	19	0.38	100	[49800001,49900000]
1	49900001	18	0.36	1000	[49900001,50900000]
1	51200001	24	0.48	100	[51200001,51300000]
1	51300001	22	0.44	500	[51300001,51800000]
1	51800001	18	0.36	600	[51800001,52400000]
1	52400001	21	0.42	200	[52400001,52600000]
1	52600001	19	0.38	300	[52600001,52900000]
1	52900001	18	0.36	1700	[52900001,54600000]
1	54900001	18	0.36	600	[54900001,55500000]
1	55900001	18	0.36	500	[55900001,56400000]
1	56400001	19	0.38	200	[56400001,56600000]
1	56600001	18	0.36	400	[56600001,57000000]
1	57000001	19	0.38	300	[57000001,57300000]
1	57400001	18	0.36	1400	[57400001,58800000]
1	58800001	19	0.38	100	[58800001,58900000]
1	58900001	18	0.36	1300	[58900001,60200000]
1	60200001	19	0.38	400	[60200001,60600000]
1	79900001	18	0.36	200	[79900001,80100000]
1	80100001	20	0.4	400	[80100001,80500000]
1	80500001	19	0.38	100	[80500001,80600000]
1	80600001	18	0.36	100	[80600001,80700000]
1	80700001	19	0.38	600	[80700001,81300000]
1	81300001	18	0.36	300	[81300001,81600000]
1	81900001	18	0.36	700	[81900001,82600000]
1	82600001	19	0.38	100	[82600001,82700000]
1	83300001	22	0.44	100	[83300001,83400000]
1	83400001	23	0.46	100	[83400001,83500000]
1	83500001	30	0.6	500	[83500001,84000000]
1	84000001	36	0.72	300	[84000001,84300000]
1	84300001	37	0.74	1900	[84300001,86200000]
1	86200001	42	0.84	1900	[86200001,88100000]
1	88100001	43	0.86	200	[88100001,88300000]
1	88300001	39	0.78	800	[88300001,89100000]
1	89100001	30	0.6	400	[89100001,89500000]
1	89500001	31	0.62	200	[89500001,89700000]
1	89700001	20	0.4	400	[89700001,90100000]
1	5800000	21	0.42	800	[5000001,5800000]
1	6200000	20	0.4	400	[5800001,6200000]
1	7300000	19	0.38	1100	[6200001,7300000]
1	7600000	18	0.36	300	[7300001,7600000]
1	22400000	18	0.36	2300	[20100001,22400000]
1	40700000	20	0.4	100	[40600001,40700000]
1	40800000	21	0.42	100	[40700001,40800000]
1	41400000	20	0.4	600	[40800001,41400000]
1	43500000	19	0.38	2100	[41400001,43500000]
1	44000000	18	0.36	500	[43500001,44000000]
1	44300000	20	0.4	300	[44000001,44300000]
1	45300000	18	0.36	100	[45200001,45300000]
1	45500000	20	0.4	200	[45300001,45500000]
1	48100000	19	0.38	300	[47800001,48100000]
1	49800000	18	0.36	1100	[48700001,49800000]
1	49900000	19	0.38	100	[49800001,49900000]
1	50900000	18	0.36	1000	[49900001,50900000]
1	51300000	24	0.48	100	[51200001,51300000]
1	51800000	22	0.44	500	[51300001,51800000]
1	52400000	18	0.36	600	[51800001,52400000]
1	52600000	21	0.42	200	[52400001,52600000]
1	52900000	19	0.38	300	[52600001,52900000]
1	54600000	18	0.36	1700	[52900001,54600000]
1	55500000	18	0.36	600	[54900001,55500000]
1	56400000	18	0.36	500	[55900001,56400000]
1	56600000	19	0.38	200	[56400001,56600000]
1	57000000	18	0.36	400	[56600001,57000000]
1	57300000	19	0.38	300	[57000001,57300000]
1	58800000	18	0.36	1400	[57400001,58800000]
1	58900000	19	0.38	100	[58800001,58900000]
1	60200000	18	0.36	1300	[58900001,60200000]
1	60600000	19	0.38	400	[60200001,60600000]
1	80100000	18	0.36	200	[79900001,80100000]
1	80500000	20	0.4	400	[80100001,80500000]
1	80600000	19	0.38	100	[80500001,80600000]
1	80700000	18	0.36	100	[80600001,80700000]
1	81300000	19	0.38	600	[80700001,81300000]
1	81600000	18	0.36	300	[81300001,81600000]
1	82600000	18	0.36	700	[81900001,82600000]
1	82700000	19	0.38	100	[82600001,82700000]
1	83400000	22	0.44	100	[83300001,83400000]
1	83500000	23	0.46	100	[83400001,83500000]
1	84000000	30	0.6	500	[83500001,84000000]
1	84300000	36	0.72	300	[84000001,84300000]
1	86200000	37	0.74	1900	[84300001,86200000]
1	88100000	42	0.84	1900	[86200001,88100000]
1	88300000	43	0.86	200	[88100001,88300000]
1	89100000	39	0.78	800	[88300001,89100000]
1	89500000	30	0.6	400	[89100001,89500000]
1	89700000	31	0.62	200	[89500001,89700000]
1	90100000	20	0.4	400	[89700001,90100000]
