CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
1	600001	15	0.3	1900	[600001,2500000]
1	2500001	18	0.36	600	[2500001,3100000]
1	3100001	17	0.34	100	[3100001,3200000]
1	8000001	17	0.34	300	[8000001,8300000]
1	9100001	16	0.32	100	[9100001,9200000]
1	9200001	15	0.3	500	[9200001,9700000]
1	10700001	18	0.36	100	[10700001,10800000]
1	10800001	19	0.38	300	[10800001,11100000]
1	11100001	20	0.4	400	[11100001,11500000]
1	11500001	19	0.38	100	[11500001,11600000]
1	11600001	18	0.36	200	[11600001,11800000]
1	11800001	16	0.32	100	[11800001,11900000]
1	12200001	15	0.3	1600	[12200001,13800000]
1	13800001	16	0.32	300	[13800001,14100000]
1	14100001	17	0.34	200	[14100001,14300000]
1	14700001	16	0.32	200	[14700001,14900000]
1	14900001	17	0.34	200	[14900001,15100000]
1	16400001	15	0.3	500	[16400001,16900000]
1	43300001	16	0.32	100	[43300001,43400000]
1	43400001	15	0.3	1300	[43400001,44700000]
1	44700001	16	0.32	800	[44700001,45500000]
1	45500001	23	0.46	100	[45500001,45600000]
1	45600001	27	0.54	100	[45600001,45700000]
1	45700001	30	0.6	200	[45700001,45900000]
1	45900001	31	0.62	100	[45900001,46000000]
1	46000001	34	0.68	1600	[46000001,47600000]
1	47600001	31	0.62	600	[47600001,48200000]
1	48200001	24	0.48	200	[48200001,48400000]
1	48400001	18	0.36	200	[48400001,48600000]
1	48600001	19	0.38	700	[48600001,49300000]
1	65200001	15	0.3	900	[65200001,66100000]
1	79100001	15	0.3	400	[79100001,79500000]
1	80600001	27	0.54	200	[80600001,80800000]
1	80800001	25	0.5	1100	[80800001,81900000]
1	81900001	26	0.52	600	[81900001,82500000]
1	82500001	21	0.42	1000	[82500001,83500000]
1	83500001	22	0.44	600	[83500001,84100000]
1	84100001	24	0.48	500	[84100001,84600000]
1	85000001	20	0.4	300	[85000001,85300000]
1	85300001	23	0.46	1300	[85300001,86600000]
1	86600001	21	0.42	500	[86600001,87100000]
1	87100001	20	0.4	600	[87100001,87700000]
1	87700001	21	0.42	200	[87700001,87900000]
1	87900001	22	0.44	700	[87900001,88600000]
1	88600001	23	0.46	100	[88600001,88700000]
1	88700001	21	0.42	900	[88700001,89600000]
1	89600001	22	0.44	800	[89600001,90400000]
1	90400001	23	0.46	200	[90400001,90600000]
1	90600001	24	0.48	300	[90600001,90900000]
1	90900001	20	0.4	600	[90900001,91500000]
1	91500001	17	0.34	2000	[91500001,93500000]
1	93500001	15	0.3	400	[93500001,93900000]
1	2500000	15	0.3	1900	[600001,2500000]
1	3100000	18	0.36	600	[2500001,3100000]
1	3200000	17	0.34	100	[3100001,3200000]
1	8300000	17	0.34	300	[8000001,8300000]
1	9200000	16	0.32	100	[9100001,9200000]
1	9700000	15	0.3	500	[9200001,9700000]
1	10800000	18	0.36	100	[10700001,10800000]
1	11100000	19	0.38	300	[10800001,11100000]
1	11500000	20	0.4	400	[11100001,11500000]
1	11600000	19	0.38	100	[11500001,11600000]
1	11800000	18	0.36	200	[11600001,11800000]
1	11900000	16	0.32	100	[11800001,11900000]
1	13800000	15	0.3	1600	[12200001,13800000]
1	14100000	16	0.32	300	[13800001,14100000]
1	14300000	17	0.34	200	[14100001,14300000]
1	14900000	16	0.32	200	[14700001,14900000]
1	15100000	17	0.34	200	[14900001,15100000]
1	16900000	15	0.3	500	[16400001,16900000]
1	43400000	16	0.32	100	[43300001,43400000]
1	44700000	15	0.3	1300	[43400001,44700000]
1	45500000	16	0.32	800	[44700001,45500000]
1	45600000	23	0.46	100	[45500001,45600000]
1	45700000	27	0.54	100	[45600001,45700000]
1	45900000	30	0.6	200	[45700001,45900000]
1	46000000	31	0.62	100	[45900001,46000000]
1	47600000	34	0.68	1600	[46000001,47600000]
1	48200000	31	0.62	600	[47600001,48200000]
1	48400000	24	0.48	200	[48200001,48400000]
1	48600000	18	0.36	200	[48400001,48600000]
1	49300000	19	0.38	700	[48600001,49300000]
1	66100000	15	0.3	900	[65200001,66100000]
1	79500000	15	0.3	400	[79100001,79500000]
1	80800000	27	0.54	200	[80600001,80800000]
1	81900000	25	0.5	1100	[80800001,81900000]
1	82500000	26	0.52	600	[81900001,82500000]
1	83500000	21	0.42	1000	[82500001,83500000]
1	84100000	22	0.44	600	[83500001,84100000]
1	84600000	24	0.48	500	[84100001,84600000]
1	85300000	20	0.4	300	[85000001,85300000]
1	86600000	23	0.46	1300	[85300001,86600000]
1	87100000	21	0.42	500	[86600001,87100000]
1	87700000	20	0.4	600	[87100001,87700000]
1	87900000	21	0.42	200	[87700001,87900000]
1	88600000	22	0.44	700	[87900001,88600000]
1	88700000	23	0.46	100	[88600001,88700000]
1	89600000	21	0.42	900	[88700001,89600000]
1	90400000	22	0.44	800	[89600001,90400000]
1	90600000	23	0.46	200	[90400001,90600000]
1	90900000	24	0.48	300	[90600001,90900000]
1	91500000	20	0.4	600	[90900001,91500000]
1	93500000	17	0.34	2000	[91500001,93500000]
1	93900000	15	0.3	400	[93500001,93900000]
