Simulation	Fifth_Percentile	Avg_H_e
Simulation 13	0.13875	0.321535034366275
Simulation 9	0.149427916666667	0.317571160657984
Simulation 20	0.15471125	0.318995296278308
Simulation 17	0.1555715625	0.32008116847918
Simulation 3	0.15854	0.328844665758687
Simulation 11	0.1638	0.327841705167689
Simulation 5	0.163918125	0.321640498200519
Simulation 14	0.16408546875	0.332383666794701
Simulation 12	0.164558125	0.321291647498126
Simulation 4	0.16747875	0.327280523783591
Simulation 8	0.1712328125	0.323040376960869
Simulation 18	0.17262875	0.329884126802144
Simulation 2	0.17362125	0.323254756849083
Simulation 10	0.1758175	0.324673890996344
Simulation 6	0.1759875	0.331225395431668
Simulation 1	0.1785496875	0.322762591384908
Simulation 15	0.18	0.325119956434201
Simulation 19	0.181509375	0.333747723738802
Simulation 16	0.18806375	0.328585424604253
Simulation 7	0.188593625	0.322629775611529
