Simulation	Fifth_Percentile	Avg_H_e
Simulation 17	0.1171875	0.298574751221671
Simulation 15	0.1302265625	0.322444786120037
Simulation 20	0.1344875	0.32623861877488
Simulation 13	0.1374	0.309032534314675
Simulation 14	0.13875	0.317811703528164
Simulation 3	0.150050833333333	0.317633412597757
Simulation 5	0.1513875	0.319143302217758
Simulation 6	0.151560625	0.316287672198487
Simulation 8	0.16187875	0.325039481188044
Simulation 19	0.162484791666667	0.327308745572777
Simulation 9	0.165998125	0.338735000015694
Simulation 18	0.168234895833333	0.339867036721754
Simulation 1	0.1687625	0.321178236848104
Simulation 16	0.173541	0.336526990644136
Simulation 12	0.173873625	0.334093350259952
Simulation 2	0.176167291666667	0.343308633429948
Simulation 7	0.17888625	0.34697650026307
Simulation 4	0.181431770833333	0.347161254623981
Simulation 10	0.1840265	0.339110335713413
Simulation 11	0.19110578125	0.327049885302198
