Simulation	Fifth_Percentile	Avg_H_e
Simulation 16	0.13875	0.304230896766553
Simulation 19	0.147771666666667	0.321363916537879
Simulation 14	0.15155203125	0.324317117295858
Simulation 7	0.15226875	0.316616278657284
Simulation 12	0.15946875	0.318693510467991
Simulation 5	0.159529375	0.322119263664342
Simulation 8	0.1596875	0.334072156465828
Simulation 10	0.16204	0.321285498532377
Simulation 3	0.1638	0.326285231907308
Simulation 6	0.1651940625	0.327282997690077
Simulation 20	0.167119166666667	0.332485097728303
Simulation 1	0.1671275	0.325550549744788
Simulation 4	0.16765	0.317944574527754
Simulation 13	0.1678875	0.323706477508145
Simulation 15	0.17195	0.323686425339362
Simulation 18	0.17195	0.326529951903494
Simulation 2	0.175316583333333	0.326674735050292
Simulation 9	0.17595	0.330164726601343
Simulation 17	0.180132109375	0.331334375755317
Simulation 11	0.197716666666667	0.345580519338184
