CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
8	1500001	126	0.567568	1.2	[1500001,2700000]
8	1600001	125	0.563063	1.2	[1500001,2700000]
8	1700001	131	0.59009	1.2	[1500001,2700000]
8	1800001	114	0.513514	1.2	[1500001,2700000]
8	1900001	114	0.513514	1.2	[1500001,2700000]
8	2000001	114	0.513514	1.2	[1500001,2700000]
8	2100001	113	0.509009	1.2	[1500001,2700000]
8	2200001	113	0.509009	1.2	[1500001,2700000]
8	2300001	113	0.509009	1.2	[1500001,2700000]
8	2400001	113	0.509009	1.2	[1500001,2700000]
8	2500001	113	0.509009	1.2	[1500001,2700000]
8	2600001	113	0.509009	1.2	[1500001,2700000]
8	1600000	126	0.567568	1.2	[1500001,2700000]
8	1700000	125	0.563063	1.2	[1500001,2700000]
8	1800000	131	0.59009	1.2	[1500001,2700000]
8	1900000	114	0.513514	1.2	[1500001,2700000]
8	2000000	114	0.513514	1.2	[1500001,2700000]
8	2100000	114	0.513514	1.2	[1500001,2700000]
8	2200000	113	0.509009	1.2	[1500001,2700000]
8	2300000	113	0.509009	1.2	[1500001,2700000]
8	2400000	113	0.509009	1.2	[1500001,2700000]
8	2500000	113	0.509009	1.2	[1500001,2700000]
8	2600000	113	0.509009	1.2	[1500001,2700000]
8	2700000	113	0.509009	1.2	[1500001,2700000]
