CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
28	24100001	146	0.657658	1.4	[24100001,25500000]
28	24200001	164	0.738739	1.4	[24100001,25500000]
28	24300001	164	0.738739	1.4	[24100001,25500000]
28	24400001	165	0.743243	1.4	[24100001,25500000]
28	24500001	169	0.761261	1.4	[24100001,25500000]
28	24600001	181	0.815315	1.4	[24100001,25500000]
28	24700001	174	0.783784	1.4	[24100001,25500000]
28	24800001	181	0.815315	1.4	[24100001,25500000]
28	24900001	181	0.815315	1.4	[24100001,25500000]
28	25000001	181	0.815315	1.4	[24100001,25500000]
28	25100001	180	0.810811	1.4	[24100001,25500000]
28	25200001	143	0.644144	1.4	[24100001,25500000]
28	25300001	151	0.68018	1.4	[24100001,25500000]
28	25400001	150	0.675676	1.4	[24100001,25500000]
28	24200000	146	0.657658	1.4	[24100001,25500000]
28	24300000	164	0.738739	1.4	[24100001,25500000]
28	24400000	164	0.738739	1.4	[24100001,25500000]
28	24500000	165	0.743243	1.4	[24100001,25500000]
28	24600000	169	0.761261	1.4	[24100001,25500000]
28	24700000	181	0.815315	1.4	[24100001,25500000]
28	24800000	174	0.783784	1.4	[24100001,25500000]
28	24900000	181	0.815315	1.4	[24100001,25500000]
28	25000000	181	0.815315	1.4	[24100001,25500000]
28	25100000	181	0.815315	1.4	[24100001,25500000]
28	25200000	180	0.810811	1.4	[24100001,25500000]
28	25300000	143	0.644144	1.4	[24100001,25500000]
28	25400000	151	0.68018	1.4	[24100001,25500000]
28	25500000	150	0.675676	1.4	[24100001,25500000]
